posted_date,current_price,original_price,changes_in_price,price,price_per_m2,times_in_sales
13-06-2018, 300.000, 300.000,-, 300.000, 5.769,17 dagen
06-06-2018, 449.000, 475.000," -26.000 / -5,5%", 449.000, 7.483,24 dagen
08-05-2018, 275.000, 295.000," -20.000 / -6,8%", 275.000, 3.395,1 maand
17-05-2018, 595.000, 630.000," -35.000 / -5,6%", 595.000, 6.071,1 maand
17-05-2018, 1.730.000, 1.730.000,-, 1.730.000, 7.300,1 maand
01-06-2018, 290.000, 290.000,-, 290.000, 5.273,29 dagen
29-06-2018, 265.000, 265.000,-, 265.000, 3.955,Nieuw
29-06-2018, 595.000, 595.000,-, 595.000, 5.950,Nieuw
30-06-2018, 325.000, 325.000,-, 325.000, 6.250,Nieuw
29-06-2018, 1.845.000, 1.845.000,-, 1.845.000, 7.818,Nieuw
16-05-2018, 240.000, 258.800," -18.800 / -7,3%", 240.000, 5.581,1 maand
01-06-2018, 400.000, 400.000,-, 400.000, 3.738,29 dagen
16-05-2018, 465.000, 465.000,-, 465.000, 5.671,1 maand
13-06-2018, 300.000, 300.000,-, 300.000, 5.769,17 dagen
13-06-2018, 289.000, 289.000,-, 289.000, 5.558,17 dagen
24-05-2018, 500.000, 500.000,-, 500.000, 6.250,1 maand
29-05-2018, 355.000, 355.000,-, 355.000, 9.342,1 maand
23-06-2018, 287.500, 287.500,-, 287.500, 3.993,7 dagen
08-06-2018, 375.000, 375.000,-, 375.000, 5.000,22 dagen
20-04-2018, 775.000, 799.000," -24.000 / -3,0%", 775.000, 6.513,2 maanden
14-06-2018, 200.000, 200.000,-, 200.000, 5.882,16 dagen
12-06-2018, 340.000, 340.000,-, 340.000, 6.296,18 dagen
01-06-2018, 439.000, 439.000,-, 439.000, 3.885,29 dagen
05-04-2018, 335.000, 335.000,-, 335.000, 3.317,2 maanden
11-06-2018, 275.000, 275.000,-, 275.000, 3.274,19 dagen
19-06-2018, 375.000, 375.000,-, 375.000, 5.282,11 dagen
14-06-2018, 450.000, 450.000,-, 450.000, 5.488,16 dagen
05-06-2018, 325.000, 325.000,-, 325.000, 5.909,25 dagen
05-06-2018, 489.000, 489.000,-, 489.000, 7.087,25 dagen
10-06-2018, 400.000, 400.000,-,,,
23-03-2018, 300.000, 350.000," -50.000 / -14,3%", 300.000, 6.000,3 maanden
01-06-2018, 600.000, 600.000,-, 600.000, 8.108,29 dagen
21-06-2018, 210.000, 210.000,-, 210.000, 2.763,9 dagen
07-03-2018, 1.100.000, 1.100.000,-, 1.100.000, 6.962,3 maanden
19-05-2018, 595.000, 595.000,-, 595.000, 3.251,1 maand
19-05-2018, 550.000, 599.000," -49.000 / -8,2%", 550.000, 6.180,1 maand
23-06-2018, 300.000, 300.000,-,,,
14-06-2018, 399.000, 399.000,-, 399.000, 7.528,16 dagen
22-06-2018, 269.500, 269.500,-, 269.500, 8.167,8 dagen
11-06-2018, 450.000, 450.000,-, 450.000, 7.500,19 dagen
24-03-2018, 350.000, 395.000," -45.000 / -11,4%", 350.000, 2.966,3 maanden
10-04-2018, 325.000, 325.000,-, 325.000, 3.495,2 maanden
31-05-2018, 489.000, 489.000,-, 489.000, 6.269,1 maand
06-06-2018, 530.000, 530.000,-, 530.000, 6.974,24 dagen
17-05-2018, 360.000, 360.000,-,,,
17-05-2018, 360.000, 360.000,-,,,
16-06-2018, 355.000, 355.000,-, 355.000, 7.396,14 dagen
16-02-2018, 1.495.000, 1.495.000,-, 1.495.000, 8.081,4 maanden
23-06-2018, 325.000, 325.000,-, 325.000, 4.167,7 dagen
10-06-2018, 325.000, 325.000,-, 325.000, 3.779,20 dagen
19-06-2018, 315.000, 315.000,-, 315.000, 4.437,11 dagen
26-06-2018, 415.000, 415.000,-, 415.000, 4.462,4 dagen
20-02-2018, 300.000, 325.000," -25.000 / -7,7%", 300.000, 3.571,4 maanden
29-06-2018, 528.128, 528.128,-, 528.128, 4.845,Nieuw
29-06-2018, 550.000, 550.000,-, 550.000, 4.911,Nieuw
26-05-2018, 275.000, 275.000,-, 275.000, 5.851,1 maand
10-06-2018, 300.000, 300.000,-,,,
19-06-2018, 4.450.000, 4.450.000,-, 4.450.000, 9.674,11 dagen
30-05-2018, 449.000, 449.000,-, 449.000, 5.282,1 maand
18-06-2018, 249.000, 249.000,-, 249.000, 2.677,12 dagen
26-05-2018, 385.000, 385.000,-, 385.000, 6.016,1 maand
14-06-2018, 375.000, 375.000,-, 375.000, 5.137,16 dagen
10-04-2018, 495.000, 495.000,-, 495.000, 5.211,2 maanden
12-06-2018, 250.000, 250.000,-, 250.000, 4.464,18 dagen
16-06-2018, 250.000, 250.000,-, 250.000, 3.623,14 dagen
22-06-2018, 225.000, 225.000,-, 225.000, 8.036,8 dagen
18-04-2018, 669.000, 669.000,-, 669.000, 7.433,2 maanden
12-06-2018, 295.000, 295.000,-, 295.000, 5.086,18 dagen
07-06-2018, 525.000, 525.000,-,,,
08-06-2018, 550.000, 550.000,-, 550.000, 7.746,22 dagen
17-05-2018, 379.011, 398.011," -19.000 / -4,8%", 379.011, 6.535,1 maand
16-06-2018, 395.000, 395.000,-, 395.000, 7.900,14 dagen
16-06-2018, 350.000, 350.000,-, 350.000, 7.292,14 dagen
12-05-2018, 239.000, 239.000,-, 239.000, 3.567,1 maand
22-05-2018, 399.000, 399.000,-, 399.000, 5.868,1 maand
11-06-2018, 469.000, 469.000,-, 469.000, 4.009,19 dagen
11-06-2018, 250.000, 250.000,-, 250.000, 6.250,19 dagen
16-06-2018, 295.000, 295.000,-, 295.000, 5.673,14 dagen
16-06-2018, 295.000, 295.000,-, 295.000, 5.673,14 dagen
16-06-2018, 295.000, 295.000,-, 295.000, 5.673,14 dagen
12-05-2018, 400.000, 400.000,-, 400.000, 4.938,1 maand
12-05-2018, 325.000, 325.000,-,,,
18-05-2018, 375.000, 375.000,-, 375.000, 6.466,1 maand
23-05-2018, 645.000, 645.000,-, 645.000, 6.386,1 maand
24-06-2018, 265.000, 265.000,-, 265.000, 3.442,6 dagen
04-04-2018, 249.000, 249.000,-, 249.000, 3.234,2 maanden
30-06-2018, 295.000, 295.000,-, 295.000, 5.000,Nieuw
11-05-2018, 399.000, 399.000,-, 399.000, 4.694,1 maand
27-03-2018, 875.000, 699.000," 176.000 / 25,2%", 875.000, 7.292,3 maanden
26-05-2018, 495.000, 495.000,-, 495.000, 5.323,1 maand
30-06-2018, 200.000, 200.000,-,,,
12-06-2018, 375.000, 375.000,-,,,
31-03-2018, 1.150.011, 1.150.011,-, 1.150.011, 6.571,3 maanden
14-06-2018, 489.000, 489.000,-, 489.000, 4.890,16 dagen
16-10-2017, 5.900.000, 6.900.000," -1.000.000 / -14,5%", 5.900.000, 13.563,8 maanden
29-05-2018, 425.000, 425.000,-, 425.000, 4.208,1 maand
16-06-2018, 215.000, 215.000,-, 215.000, 2.654,14 dagen
08-05-2018, 295.000, 295.000,-, 295.000, 6.413,1 maand
05-06-2018, 525.000, 525.000,-, 525.000, 6.563,25 dagen
11-06-2018, 325.000, 325.000,-, 325.000, 3.533,19 dagen
08-03-2018, 325.000, 355.000," -30.000 / -8,5%", 325.000, 3.218,3 maanden
18-05-2018, 469.500, 469.500,-, 469.500, 6.521,1 maand
29-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
25-04-2018, 475.000, 525.000," -50.000 / -9,5%", 475.000, 5.220,2 maanden
29-06-2018, 465.605, 465.605,-, 465.605, 3.666,Nieuw
29-06-2018, 760.000, 760.000,-, 760.000, 5.390,Nieuw
29-06-2018, 892.500, 892.500,-, 892.500, 6.711,Nieuw
29-03-2018, 598.000, 598.000,-, 598.000, 3.883,3 maanden
06-06-2018, 1.075.000, 1.075.000,-, 1.075.000, 5.972,24 dagen
10-05-2018, 290.000, 290.000,-, 290.000, 4.677,1 maand
25-05-2018, 600.000, 600.000,-, 600.000, 7.595,1 maand
11-03-2018, 450.000, 450.000,-, 450.000, 3.659,3 maanden
25-05-2018, 399.000, 375.000," 24.000 / 6,4%",,,
27-04-2018, 315.000, 315.000,-, 315.000, 3.029,2 maanden
16-06-2018, 500.000, 500.000,-, 500.000, 3.876,14 dagen
14-04-2018, 319.000, 319.000,-, 319.000, 4.908,2 maanden
19-05-2018, 375.000, 375.000,-, 375.000, 5.952,1 maand
20-04-2018, 350.000, 375.000," -25.000 / -6,7%", 350.000, 4.023,2 maanden
12-06-2018, 465.000, 465.000,-, 465.000, 6.643,18 dagen
18-04-2018, 500.000, 495.000," 5.000 / 1,0%", 500.000, 5.051,2 maanden
28-04-2018, 395.000, 395.000,-, 395.000, 6.270,2 maanden
13-06-2018, 329.000, 329.000,-, 329.000, 4.634,17 dagen
02-05-2018, 360.000, 360.000,-,,,
16-06-2018, 550.000, 550.000,-, 550.000, 4.783,14 dagen
16-06-2018, 300.000, 300.000,-,,,
28-06-2018, 275.000, 275.000,-, 275.000, 3.716,Nieuw
16-06-2018, 425.000, 425.000,-, 425.000,-,14 dagen
30-05-2018, 345.000, 345.000,-, 345.000, 7.041,1 maand
05-01-2018, 425.000, 425.000,-, 425.000, 4.670,5 maanden
30-01-2018, 1.050.000, 1.100.000," -50.000 / -4,5%", 1.050.000, 5.440,5 maanden
27-03-2018, 275.000, 275.000,-, 275.000, 3.161,3 maanden
16-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
11-05-2018, 300.000, 300.000,-, 300.000, 4.000,1 maand
20-06-2018, 475.000, 475.000,-, 475.000, 5.588,10 dagen
20-06-2018, 374.000, 374.000,-, 374.000, 3.816,10 dagen
20-06-2018, 415.000, 415.000,-, 415.000, 6.917,10 dagen
20-04-2018, 1.850.000, 1.850.000,-, 1.850.000, 8.981,2 maanden
12-06-2018, 2.695.000, 2.695.000,-, 2.695.000, 9.729,18 dagen
23-04-2018, 275.000, 275.000,-, 275.000, 3.526,2 maanden
06-06-2018, 550.000, 550.000,-, 550.000, 6.790,24 dagen
08-06-2018, 350.000, 350.000,-, 350.000, 6.034,22 dagen
01-06-2018, 1.650.000, 1.650.000,-,,,
06-06-2018, 325.000, 325.000,-, 325.000, 6.019,24 dagen
07-03-2018, 475.000, 475.000,-, 475.000, 3.682,3 maanden
11-06-2018, 245.000, 245.000,-, 245.000, 3.500,19 dagen
04-05-2018, 450.000, 450.000,-, 450.000, 4.945,1 maand
24-03-2018, 1.150.000, 1.200.000," -50.000 / -4,2%", 1.150.000, 6.609,3 maanden
28-06-2018, 439.000, 439.000,-, 439.000, 3.204,Nieuw
21-04-2018, 295.000, 295.000,-, 295.000, 3.642,2 maanden
27-06-2018, 1.450.000, 1.450.000,-, 1.450.000, 3.994,3 dagen
20-06-2018, 175.000, 175.000,-, 175.000, 4.375,10 dagen
15-05-2018, 275.000, 275.000,-, 275.000, 6.875,1 maand
29-05-2018, 535.000, 535.000,-, 535.000, 9.554,1 maand
18-06-2018, 275.000, 275.000,-, 275.000, 6.250,12 dagen
18-06-2018, 250.000, 250.000,-, 250.000, 5.556,12 dagen
19-04-2018, 250.000, 250.000,-, 250.000, 3.521,2 maanden
24-05-2018, 475.000, 475.000,-, 475.000, 4.481,1 maand
28-05-2018, 425.000, 425.000,-, 425.000, 6.250,1 maand
12-06-2018, 250.000, 250.000,-, 250.000, 4.630,18 dagen
20-05-2018, 440.000, 440.000,-, 440.000, 4.583,1 maand
13-06-2018, 375.000, 375.000,-, 375.000, 6.579,17 dagen
05-06-2018, 210.000, 210.000,-, 210.000, 7.500,25 dagen
11-05-2018, 400.000, 400.000,-, 400.000, 4.255,1 maand
16-06-2018, 355.000, 355.000,-, 355.000, 7.396,14 dagen
23-03-2018, 449.000, 449.000,-, 449.000, 4.629,3 maanden
03-05-2018, 850.000, 850.000,-, 850.000, 6.250,1 maand
28-05-2018, 630.000, 630.000,-, 630.000, 7.000,1 maand
23-04-2018, 465.000, 465.000,-, 465.000, 7.381,2 maanden
26-05-2018, 295.000, 295.000,-, 295.000, 5.900,1 maand
11-05-2018, 289.000, 289.000,-, 289.000, 6.149,1 maand
09-03-2018, 550.000, 550.000,-, 550.000, 4.297,3 maanden
02-05-2018, 625.000, 650.000," -25.000 / -3,8%", 625.000, 5.841,1 maand
22-05-2018, 599.000, 599.000,-, 599.000, 9.983,1 maand
24-04-2018, 625.000, 625.000,-, 625.000, 7.184,2 maanden
02-06-2018, 360.000, 360.000,-, 360.000, 4.615,28 dagen
13-06-2018, 550.000, 550.000,-, 550.000, 4.783,17 dagen
28-04-2018, 250.000, 250.000,-, 250.000, 3.788,2 maanden
02-03-2018, 325.000, 325.000,-, 325.000, 4.779,3 maanden
28-03-2018, 275.000, 275.000,-, 275.000, 3.125,3 maanden
06-06-2018, 1.990.000, 1.990.000,-,,,
27-05-2018, 294.000, 294.000,-, 294.000, 8.167,1 maand
07-04-2018, 450.000, 450.000,-,,,
12-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,18 dagen
26-06-2018, 1.300.000, 1.300.000,-, 1.300.000, 6.952,4 dagen
26-06-2018, 445.000, 445.000,-, 445.000, 7.807,4 dagen
29-06-2018, 325.000, 325.000,-, 325.000, 5.603,Nieuw
29-06-2018, 849.500, 849.500,-, 849.500, 6.485,Nieuw
29-06-2018, 365.000, 365.000,-, 365.000, 4.563,Nieuw
28-06-2018, 625.000, 625.000,-, 625.000, 6.720,Nieuw
29-06-2018, 560.464, 560.464,-, 560.464, 6.297,Nieuw
20-05-2018, 310.000, 310.000,-, 310.000, 6.078,1 maand
20-04-2018, 475.000, 475.000,-, 475.000, 5.053,2 maanden
20-04-2018, 510.000, 525.000," -15.000 / -2,9%", 510.000, 5.795,2 maanden
10-05-2018, 300.000, 300.000,-, 300.000, 5.769,1 maand
04-04-2018, 570.000, 570.000,-, 570.000, 6.129,2 maanden
10-03-2018, 615.000, 615.000,-, 615.000, 6.212,3 maanden
26-04-2018, 935.000, 995.000," -60.000 / -6,0%", 935.000, 5.994,2 maanden
02-05-2018, 400.000, 425.000," -25.000 / -5,9%", 400.000, 5.128,1 maand
07-06-2018, 325.000, 325.000,-, 325.000, 6.500,23 dagen
18-05-2018, 297.500, 297.500,-, 297.500, 6.330,1 maand
24-03-2018, 695.000, 799.000," -104.000 / -13,0%", 695.000, 6.435,3 maanden
22-02-2018, 275.000, 240.000," 35.000 / 14,6%", 275.000, 4.365,4 maanden
19-03-2018, 195.000, 195.000,-, 195.000, 7.222,3 maanden
18-05-2018, 450.000, 450.000,-, 450.000, 3.846,1 maand
30-05-2018, 390.000, 390.000,-, 390.000, 6.094,1 maand
12-04-2018, 300.000, 300.000,-,,,
16-06-2018, 550.000, 550.000,-, 550.000, 4.911,14 dagen
30-06-2018, 315.000, 315.000,-, 315.000, 4.773,Nieuw
17-03-2018, 499.000, 499.000,-, 499.000, 4.455,3 maanden
19-06-2018, 899.000, 899.000,-, 899.000, 6.514,11 dagen
05-04-2018, 250.000, 250.000,-, 250.000, 4.098,2 maanden
01-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,29 dagen
05-03-2018, 350.000, 350.000,-, 350.000, 5.833,3 maanden
14-04-2018, 420.000, 420.000,-,,,
04-06-2018, 775.000, 775.000,-, 775.000, 5.458,26 dagen
26-04-2018, 1.595.000, 1.595.000,-, 1.595.000,-,2 maanden
08-04-2018, 360.000, 360.000,-,,,
08-04-2018, 360.000, 360.000,-,,,
28-05-2018, 235.000, 235.000,-, 235.000, 5.222,1 maand
22-06-2018, 495.000, 495.000,-, 495.000, 6.689,8 dagen
22-06-2018, 375.000, 350.000," 25.000 / 7,1%", 375.000, 8.333,8 dagen
27-05-2018, 775.000, 775.000,-, 775.000,-,1 maand
17-04-2018, 375.000, 375.000,-, 375.000, 6.148,2 maanden
07-05-2018, 219.500, 219.500,-, 219.500, 2.927,1 maand
01-06-2018, 200.000, 200.000,-, 200.000, 6.897,29 dagen
28-06-2018, 650.000, 650.000,-, 650.000, 6.190,Nieuw
21-04-2018, 250.000, 250.000,-,,,
10-06-2018, 775.000, 775.000,-, 775.000, 7.524,20 dagen
26-06-2018, 350.000, 350.000,-, 350.000, 5.932,4 dagen
15-03-2018, 750.000, 750.000,-, 750.000, 6.579,3 maanden
21-06-2018, 2.495.000, 2.495.000,-, 2.495.000, 4.158,9 dagen
31-03-2018, 450.000, 450.000,-, 450.000, 2.528,3 maanden
21-06-2018, 275.000, 275.000,-,,,
30-03-2018, 698.000, 698.000,-, 698.000, 6.648,3 maanden
11-04-2018, 289.000, 305.000," -16.000 / -5,2%", 289.000, 7.225,2 maanden
10-06-2018, 699.000, 699.000,-, 699.000, 4.369,20 dagen
20-04-2018, 2.195.000, 2.195.000,-, 2.195.000, 6.097,2 maanden
09-05-2018, 300.000, 300.000,-, 300.000, 5.455,1 maand
04-05-2018, 300.000, 300.000,-,,,
26-04-2018, 474.000, 499.000," -25.000 / -5,0%", 474.000, 5.043,2 maanden
15-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
03-05-2018, 250.000, 250.000,-, 250.000, 5.000,1 maand
28-05-2018, 765.000, 760.000," 5.000 / 0,7%", 765.000, 5.464,1 maand
29-04-2018, 435.000, 435.000,-, 435.000, 3.508,2 maanden
04-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
08-06-2018, 480.000, 480.000,-, 480.000, 7.619,22 dagen
23-06-2018, 350.000, 350.000,-, 350.000, 4.795,7 dagen
27-06-2018, 300.000, 300.000,-, 300.000, 6.000,3 dagen
27-06-2018, 275.000, 275.000,-, 275.000, 4.583,3 dagen
28-06-2018, 500.000, 500.000,-, 500.000, 6.173,Nieuw
30-06-2018, 325.000, 325.000,-, 325.000, 6.633,Nieuw
01-05-2018, 315.000, 315.000,-, 315.000, 6.563,1 maand
29-06-2018, 800.000, 800.000,-, 800.000, 5.369,Nieuw
12-04-2018, 950.000, 950.000,-, 950.000, 7.197,2 maanden
31-12-2017, 775.000, 750.000," 25.000 / 3,3%", 775.000, 5.741,6 maanden
27-04-2018, 219.500, 219.500,-, 219.500, 3.136,2 maanden
28-05-2018, 485.000, 485.000,-, 485.000, 3.593,1 maand
08-06-2018, 249.000, 249.000,-, 249.000, 3.773,22 dagen
22-05-2018, 250.000, 250.000,-, 250.000, 3.846,1 maand
04-04-2018, 495.000, 500.000," -5.000 / -1,0%", 495.000, 6.972,2 maanden
04-06-2018, 760.000, 760.000,-, 760.000, 5.390,26 dagen
06-06-2018, 599.000, 599.000,-, 599.000, 5.546,24 dagen
23-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
13-06-2018, 295.000, 295.000,-, 295.000, 6.277,17 dagen
04-06-2018, 869.500, 869.500,-, 869.500, 5.503,26 dagen
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
22-04-2018, 259.000, 290.000," -31.000 / -10,7%", 259.000, 4.047,2 maanden
12-04-2018, 1.500.000, 1.600.000," -100.000 / -6,3%", 1.500.000, 11.538,2 maanden
19-06-2018, 995.000, 995.000,-, 995.000, 8.089,11 dagen
18-05-2017, 475.000, 495.000," -20.000 / -4,0%", 475.000, 3.654,13 maanden
08-06-2018, 400.000, 400.000,-, 400.000, 6.897,22 dagen
23-02-2018, 415.000, 415.000,-, 415.000, 6.103,4 maanden
07-05-2018, 750.000, 750.000,-, 750.000, 6.944,1 maand
01-06-2018, 395.000, 395.000,-, 395.000,-,29 dagen
03-11-2017, 849.500, 925.000," -75.500 / -8,2%", 849.500, 4.617,7 maanden
24-05-2018, 275.000, 275.000,-, 275.000, 4.825,1 maand
24-05-2018, 799.000, 799.000,-, 799.000,-,1 maand
31-05-2018, 239.000, 239.000,-, 239.000, 3.464,0 maanden
17-05-2018, 225.000, 225.000,-, 225.000, 4.245,1 maand
08-06-2018, 287.500, 287.500,-, 287.500, 2.416,22 dagen
23-06-2018, 1.100.000, 1.100.000,-, 1.100.000, 10.000,7 dagen
29-06-2018, 280.000, 280.000,-, 280.000, 2.745,Nieuw
30-06-2018, 330.000, 330.000,-, 330.000, 5.410,Nieuw
29-06-2018, 525.000, 525.000,-, 525.000, 6.034,Nieuw
26-05-2018, 295.000, 295.000,-, 295.000, 2.980,1 maand
20-06-2018, 425.000, 425.000,-, 425.000, 4.885,10 dagen
30-06-2018, 360.000, 360.000,-, 360.000, 6.000,Nieuw
05-04-2018, 300.000, 275.000," 25.000 / 9,1%", 300.000, 5.769,2 maanden
15-05-2018, 275.000, 275.000,-, 275.000, 3.438,1 maand
20-06-2018, 155.000, 155.000,-, 155.000, 2.870,10 dagen
26-04-2018, 270.000, 270.000,-, 270.000, 5.094,2 maanden
21-03-2018, 460.000, 460.000,-, 460.000, 5.412,3 maanden
03-05-2018, 300.000, 300.000,-, 300.000, 5.882,1 maand
20-05-2018, 1.295.000, 1.295.000,-, 1.295.000, 6.574,1 maand
25-04-2018, 799.000, 799.000,-, 799.000, 6.392,2 maanden
16-06-2018, 289.000, 289.000,-, 289.000, 5.558,14 dagen
07-06-2018, 350.000, 350.000,-, 350.000, 4.667,23 dagen
22-06-2018, 590.000, 590.000,-, 590.000, 4.184,8 dagen
04-04-2018, 215.000, 215.000,-, 215.000, 2.986,2 maanden
22-06-2018, 475.000, 475.000,-, 475.000, 4.241,8 dagen
22-06-2018, 325.000, 325.000,-, 325.000, 3.611,8 dagen
02-06-2018, 485.000, 485.000,-, 485.000, 3.593,28 dagen
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
04-06-2018, 335.000, 335.000,-, 335.000, 5.583,26 dagen
19-06-2018, 1.890.000, 1.890.000,-, 1.890.000, 7.186,11 dagen
13-04-2018, 375.000, 375.000,-, 375.000, 5.357,2 maanden
31-03-2018, 775.000, 775.000,-, 775.000, 5.065,3 maanden
25-05-2018, 475.000, 475.000,-, 475.000, 6.597,1 maand
16-06-2018, 550.000, 550.000,-, 550.000, 4.783,14 dagen
02-04-2018, 375.000, 385.000," -10.000 / -2,6%", 375.000, 6.048,2 maanden
07-06-2018, 475.000, 475.000,-, 475.000, 3.519,23 dagen
26-06-2018, 1.650.000, 1.650.000,-, 1.650.000, 9.763,4 dagen
28-06-2018, 375.000, 375.000,-, 375.000, 8.333,Nieuw
29-06-2018, 333.416, 333.416,-, 333.416, 6.804,Nieuw
29-06-2018, 260.371, 260.371,-, 260.371, 4.006,Nieuw
29-06-2018, 656.096, 656.096,-, 656.096, 4.101,Nieuw
29-06-2018, 195.000, 195.000,-, 195.000, 4.535,Nieuw
29-06-2018, 570.000, 570.000,-, 570.000, 4.254,Nieuw
11-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,19 dagen
25-04-2018, 350.000, 350.000,-, 350.000, 3.465,2 maanden
20-01-2018, 245.000, 220.000," 25.000 / 11,4%", 245.000, 2.988,5 maanden
11-03-2018, 325.000, 325.000,-, 325.000, 6.250,3 maanden
15-06-2018, 375.000, 375.000,-, 375.000, 3.261,15 dagen
24-05-2018, 499.000, 499.000,-, 499.000, 6.160,1 maand
26-04-2018, 1.750.000, 1.750.000,-, 1.750.000, 7.000,2 maanden
02-05-2018, 399.000, 399.000,-, 399.000, 4.290,1 maand
26-02-2018, 595.000, 630.000," -35.000 / -5,6%", 595.000, 7.532,4 maanden
20-03-2018, 425.000, 425.000,-, 425.000, 4.087,3 maanden
31-03-2018, 425.000, 425.000,-, 425.000, 4.830,3 maanden
24-05-2018, 375.000, 375.000,-, 375.000, 3.151,1 maand
25-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
08-05-2018, 219.500, 219.500,-, 219.500, 2.927,1 maand
08-06-2018, 950.000, 950.000,-, 950.000, 12.500,22 dagen
12-06-2018, 495.000, 495.000,-, 495.000, 5.156,18 dagen
12-06-2018, 200.000, 200.000,-, 200.000, 3.390,18 dagen
15-06-2018, 825.000, 825.000,-, 825.000, 5.851,15 dagen
06-05-2018, 250.000, 260.000," -10.000 / -3,8%", 250.000, 6.098,1 maand
15-06-2018, 1.800.000, 1.800.000,-, 1.800.000, 7.792,15 dagen
13-06-2018, 650.000, 650.000,-, 650.000, 9.028,17 dagen
14-06-2018, 565.000, 565.000,-, 565.000, 3.979,16 dagen
09-02-2018, 475.000, 585.000," -110.000 / -18,8%", 475.000, 5.938,4 maanden
01-06-2018, 275.000, 275.000,-, 275.000, 5.189,29 dagen
13-04-2018, 249.000, 249.000,-, 249.000, 3.276,2 maanden
02-06-2018, 174.500, 174.500,-, 174.500, 4.474,28 dagen
13-06-2018, 350.000, 350.000,-, 350.000, 2.692,17 dagen
16-03-2018, 995.000, 1.050.000," -55.000 / -5,2%", 995.000, 6.589,3 maanden
12-06-2018, 350.000, 350.000,-, 350.000, 5.303,18 dagen
29-05-2018, 500.000, 500.000,-, 500.000, 6.494,1 maand
09-06-2018, 900.000, 900.000,-, 900.000, 5.625,21 dagen
03-03-2018, 350.000, 350.000,-,,,
18-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
29-06-2018, 300.000, 300.000,-, 300.000,-,Nieuw
27-06-2018, 750.000, 750.000,-, 750.000, 6.757,3 dagen
25-06-2018, 1.650.000, 1.650.000,-,,,
28-06-2018, 725.000, 725.000,-, 725.000, 7.632,Nieuw
28-06-2018, 375.000, 375.000,-, 375.000, 5.282,Nieuw
12-03-2018, 360.000, 398.000," -38.000 / -9,5%", 360.000, 5.806,3 maanden
28-06-2018, 225.000, 225.000,-, 225.000, 2.778,Nieuw
28-06-2018, 450.000, 450.000,-, 450.000, 6.250,Nieuw
28-06-2018, 247.500, 247.500,-, 247.500, 5.266,Nieuw
28-06-2018, 200.000, 200.000,-, 200.000, 3.571,Nieuw
18-01-2018, 695.000, 695.000,-, 695.000, 8.176,5 maanden
13-04-2018, 285.000, 285.000,-, 285.000, 4.385,2 maanden
17-06-2018, 549.000, 549.000,-, 549.000,-,13 dagen
20-04-2018, 375.000, 375.000,-, 375.000, 3.827,2 maanden
09-06-2018, 400.000, 400.000,-, 400.000, 3.333,21 dagen
11-05-2018, 559.000, 559.000,-, 559.000, 3.803,1 maand
26-05-2018, 475.000, 475.000,-, 475.000, 6.333,1 maand
20-06-2018, 150.000, 150.000,-, 150.000, 2.778,10 dagen
04-05-2018, 350.000, 395.000," -45.000 / -11,4%", 350.000, 6.364,1 maand
23-05-2018, 650.000, 650.000,-, 650.000, 7.738,1 maand
10-03-2018, 315.000, 315.000,-, 315.000, 6.300,3 maanden
15-12-2017, 825.000, 825.000,-,,,
03-11-2017, 589.000, 589.000,-, 589.000, 3.366,7 maanden
25-05-2018, 995.000, 995.000,-, 995.000, 7.007,1 maand
29-05-2018, 335.000, 335.000,-, 335.000, 3.190,1 maand
06-06-2018, 825.000, 825.000,-, 825.000, 3.667,24 dagen
26-02-2018, 375.000, 425.000," -50.000 / -11,8%", 375.000, 5.282,4 maanden
09-03-2018, 400.000, 425.000," -25.000 / -5,9%", 400.000, 5.556,3 maanden
26-06-2018, 300.000, 300.000,-, 300.000, 3.371,4 dagen
23-05-2018, 475.000, 475.000,-, 475.000, 6.690,1 maand
29-04-2018, 420.000, 420.000,-, 420.000, 3.784,2 maanden
04-06-2018, 250.000, 250.000,-, 250.000, 3.289,26 dagen
26-01-2018, 245.000, 245.000,-, 245.000, 8.448,5 maanden
31-10-2017, 2.121.500, 2.121.500,-, 2.121.500, 9.600,8 maanden
16-05-2018, 975.000, 975.000,-, 975.000,-,1 maand
20-02-2018, 995.000, 995.000,-, 995.000, 6.297,4 maanden
01-06-2018, 1.980.000, 1.980.000,-, 1.980.000, 9.474,29 dagen
31-05-2018, 1.350.000, 1.350.000,-, 1.350.000, 7.031,0 maanden
