Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Woning,1005,100 m²,306 m³,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,-,-,27,0
Appartement,1965,87 m²,292 m³,-,Lift,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,195,1
Eengezinswoning,1901,58 m²,453 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,64,0
-,2011,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,113,0
Benedenwoning,1931,1 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,54,0
Appartement,1964,34 m²,90 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,187,1
Tussenwoning,1730,591 m²,1.850 m³,393 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,3.380,2
Vrijstaande woning,1965,215 m²,620 m³,1.038 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,620,2
Appartement,-,65 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,174,1
Herenhuis,1906,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,731,2
Bedrijfsruimte,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,139,0
Appartement,1997,103 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,0
Serviceflat,1923,411 m²,-,-,Lift,-,Openhaard,-,-,-,8,3,-,-,-,-,Ja,-,Ja,-,1.670,0
Appartement,1981,59 m²,223 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,224,0
Appartement,-,77 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,104,0
Benedenwoning,2014,73 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,724,0
Woning,2005,148 m²,370 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,428,0
Kantoorruimte,2003,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,265,0
Dubbele bovenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,102,0
Woning,1962,236 m²,-,198 m²,-,-,Openhaard,-,-,-,6,-,-,-,-,-,Ja,-,-,Ja,4.066,0
Appartement,-,105 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,126,0
-,1917,53 m²,185 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,110,0
-,1990,52 m²,163 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,65,0
-,2011,166 m²,415 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,89,0
-,2011,232 m²,580 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,84,0
-,2011,149 m²,390 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,71,0
Benedenwoning,1926,60 m²,414 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,91,0
Hoekwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,1
Herenhuis,-,211 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,111,0
Appartement,-,71 m²,207 m³,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,Ja,1.393,3
Appartement,1934,103 m²,316 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,Ja,Ja,100,1
-,2011,148 m²,384 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,86,0
-,2011,107 m²,278 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,90,0
-,2011,107 m²,278 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,70,0
-,2011,99 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,83,0
Appartement,1935,72 m²,206 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,Ja,448,1
Appartement,-,122 m²,439 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,38,0
Appartement,1933,95 m²,265 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,32,0
Appartement,1894,87 m²,320 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,145,3
-,2011,149 m²,450 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,61,0
-,2011,99 m²,297 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,82,0
Appartement,1964,68 m²,194 m³,-,-,-,Openhaard,-,-,-,3,1,-,-,-,-,-,-,Ja,-,126,2
-,1987,74 m²,225 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,46,0
Woning,1894,214 m²,785 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,Ja,-,Ja,-,211,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,0
Appartement,1879,103 m²,350 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,-,-,380,0
Woning,-,122 m²,-,49 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,0
Appartement,1964,72 m²,241 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,347,2
Appartement,-,89 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,250,0
-,2011,123 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,68,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,60,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,64,0
-,2011,110 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,59,0
-,2011,106 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,69,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,53,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,61,0
-,2011,80 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,88,0
Appartement,-,62 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,207,0
Bovenwoning,1929,54 m²,137 m³,-,Zwembad,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,293,1
Woon-/winkelpand,-,,-,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,741,2
Woning,1988,78 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,250,8
Penthouse,-,192 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,70,0
Appartement,1934,71 m²,209 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,174,1
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,75,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,118,0
Appartement,1975,57 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,90,1
Appartement,1850,128 m²,-,128 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.362,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,284,1
-,2005,105 m²,285 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,0
-,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,715,3
Appartement,1908,50 m²,146 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,672,1
-,2011,155 m²,403 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,71,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,302,1
Bovenwoning,1923,170 m²,542 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,-,-,-,-,500,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,0
Dubbele bovenwoning,1924,74 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,143,1
Appartement,1882,,510 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,108,4
Appartement,-,198 m²,-,-,Lift,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,364,0
Appartement,1930,59 m²,219 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,-,403,1
Appartement,1929,86 m²,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,64,1
Appartement,-,32 m²,115 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,130,5
Benedenwoning,1936,70 m²,225 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,870,1
Woning,1894,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,789,1
Appartement,1892,60 m²,184 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,690,1
Appartement,1965,64 m²,196 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,933,1
Bovenwoning,1880,70 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,115,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,409,1
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,909,2
Eengezinswoning,-,171 m²,364 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,168,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,135,0
Woon-/winkelpand,-,100 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,114,0
Bovenwoning,1898,220 m²,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,Ja,-,347,1
Garage,-,,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,325,0
Appartement,-,,260 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,68,0
Appartement,1965,72 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,392,1
Appartement,1876,31 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,Ja,817,1
Appartement,1966,69 m²,187 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,317,1
Appartement,-,63 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,29,0
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268,0
Bovenwoning,-,59 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,89,0
Appartement,-,30 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,75,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,308,4
Boerderij,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,532,0
Appartement,1904,,242 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,84,0
Bovenwoning,2000,120 m²,343 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,82,0
Woning,-,110 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,231,1
Appartement,-,163 m²,-,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,164,0
-,2011,104 m²,270 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,93,0
-,2011,160 m²,430 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,159,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,94,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,99,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,86,0
Penthouse,1005,135 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,161,0
Penthouse,1905,114 m²,-,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,-,-,300,0
Appartement,2000,80 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,1.194,0
Appartement,2015,27 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,594,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,97,0
Appartement,1938,,279 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,Ja,-,Ja,-,179,1
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,42,0
Appartement,2006,,325 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,99,0
-,2011,155 m²,403 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,130,0
Grachtenpand,1700,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.930,7
Appartement,1930,56 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,196,1
Villa,1930,380 m²,-,-,-,-,Openhaard,-,-,-,9,6,-,-,-,-,Ja,-,Ja,Ja,3.321,0
-,2011,258 m²,780 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,110,0
-,2011,149 m²,390 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,94,0
-,2011,99 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,68,0
Appartement,2007,83 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,665,1
Appartement,1905,,507 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,Ja,-,96,0
Studio,1005,547 m²,-,-,Lift,-,Openhaard,-,-,-,8,3,-,-,-,-,Ja,-,-,Ja,4.053,4
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,493,0
Appartement,1912,77 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,89,0
Woning,1005,222 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,Ja,433,0
-,2004,102 m²,360 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,231,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,190,2
Eengezinswoning,-,113 m²,293 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,57,0
Woonboot,2010,156 m²,510 m³,197 m²,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,Ja,6.796,12
Dubbele bovenwoning,1959,,-,83 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,0
Appartement,-,16 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,1.072,2
Benedenwoning,-,70 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,60,0
Appartement,-,28 m²,-,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,Ja,Ja,139,4
-,-,,-,17 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,604,2
Grachtenpand,-,210 m²,600 m³,1 m²,-,-,-,-,-,-,7,5,-,-,-,-,Ja,-,-,Ja,590,0
Bovenwoning,1989,39 m²,97 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,3.097,0
-,2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,727,3
Benedenwoning,-,61 m²,-,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,95,0
Geschakelde woning,1999,187 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,527,7
Studio,1958,30 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,3.581,10
Bovenwoning,-,67 m²,206 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,475,0
Vrijstaande woning,1934,360 m²,930 m³,732 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,791,3
-,-,,-,-,-,-,Stadsverwarming,-,-,Uitstekend,-,-,-,Geen,Uitstekend,Uitstekend,-,-,-,-,580,1
Appartement,-,48 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,95,1
Garage,-,,-,10 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.275,1
Eengezinswoning,-,108 m²,280 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,48,0
-,2011,270 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,213,1
Woning,-,67 m²,260 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,145,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,32,0
Appartement,1906,150 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.361,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,2
Woning,1923,125 m²,350 m³,2.390 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,12.942,0
-,2011,270 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,168,1
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,126,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,250,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,2
-,2017,211 m²,528 m³,-,-,-,-,-,-,-,8,2,-,-,-,-,-,-,-,-,263,0
Woonboot,1960,200 m²,680 m³,1 m²,-,-,-,-,-,-,9,7,-,-,-,-,-,-,-,-,19.843,13
-,2016,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,595,1
Grachtenpand,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,2.981,2
Bovenwoning,1850,106 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,831,0
Appartement,1996,46 m²,135 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,492,0
-,2011,241 m²,630 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,160,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,400,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,281,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,303,0
-,2011,108 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,147,0
Bedrijfsruimte,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,Ja,481,1
-,2011,144 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,159,0
Benedenwoning,-,,177 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,108,1
Appartement,1981,64 m²,170 m³,67 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,8.364,0
Appartement,2006,82 m²,240 m³,-,Lift,-,-,-,-,-,3,3,-,-,-,-,-,-,Ja,-,717,0
-,2011,168 m²,438 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,182,0
-,2011,107 m²,280 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,106,0
-,2011,102 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,106,0
-,2011,196 m²,510 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,210,0
-,2011,270 m²,705 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,182,0
-,2011,258 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,167,0
-,2011,192 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,219,0
-,2011,266 m²,695 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,161,0
-,2011,160 m²,420 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,186,0
-,2011,143 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,135,0
Benedenwoning,-,202 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,494,0
-,2011,197 m²,515 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,218,1
-,2011,143 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,139,0
Appartement,-,52 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,165,0
-,2011,155 m²,405 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,240,0
Bovenwoning,1976,81 m²,267 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,137,0
-,2011,125 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,93,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,100,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,250,5
Benedenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,112,0
Tussenwoning,1915,55 m²,140 m³,85 m²,-,DubbelglasDak,Centrale-verwarming,-,-,Goed,2,1,-,Moderne,Uitstekend,Uitstekend,VoorAchter,-,-,-,99,1
-,2011,81 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,82,0
Penthouse,2011,191 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,1.224,1
Woonboot,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1.223,14
Appartement,-,51 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,139,0
Appartement,-,53 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,128,0
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,153,0
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,155,0
Appartement,-,47 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,161,0
Garage,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,218,1
Bovenwoning,1914,164 m²,592 m³,179 m²,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,3.062,0
Appartement,2007,,265 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,119,0
-,2011,155 m²,405 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,112,0
Woon-/winkelpand,1005,267 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,340,0
Vrijstaande woning,-,,640 m³,1.690 m²,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,146,1
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,0
Bovenwoning,1928,56 m²,151 m³,56 m²,-,Dubbelglas,-,-,-,Uitstekend,2,1,-,Moderne,Goed,Goed,-,Woningen,Ja,-,116,0
Appartement,1962,110 m²,394 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,314,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,1
Hoekwoning,2011,130 m²,467 m³,135 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,1.089,0
Benedenwoning,2016,195 m²,600 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,628,0
Herenhuis,1896,386 m²,1.536 m³,-,-,-,Openhaard,-,-,-,9,5,-,-,-,-,Ja,-,Ja,-,1.191,3
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,217,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,0
Woning,1921,412 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,1.545,8
-,1905,38 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,0
Dubbele bovenwoning,1902,143 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,Ja,-,619,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,167,1
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,1
Appartement,1969,63 m²,165 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,662,0
Eengezinswoning,1958,84 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,341,3
Appartement,1925,32 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,392,2
Villa,-,170 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,1.386,0
Woonboot,-,81 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,4.224,18
Woonboot,-,81 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,3.341,15
-,-,173 m²,519 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,19,0
Benedenwoning,-,242 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,382,0
Bovenwoning,2008,96 m²,226 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,59,1
Herenhuis,1895,228 m²,767 m³,85 m²,-,DubbelglasDak,Centrale-verwarmingCV hoogrendementVloerverwarming,-,-,Goed,9,4,Bad2e badkamer2e toilet,Luxe,Goed,Goed,Achter,Woningen,Ja,-,300,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,468,0
Benedenwoning,1924,48 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,96,2
Bovenwoning,1986,72 m²,175 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,449,0
Appartement,1976,75 m²,198 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,89,0
Bovenwoning,1005,61 m²,255 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,1.319,0
Appartement,-,,245 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,54,0
