Street,Zipcode,Price,Broker
"Fleerde 201, 1102 AV Amsterdam",1102 AV, 280.000,Hoekstra en van Eck Amsterdam
Louis Davidsstraat 57,1068 SJ, 257.500,van der Linden Lelystad
Zoutkeetsgracht,na, 319.000,Weghuis Makelaars
Funenpark 182,1018 AK, 750.000,Fris Makelaardij Amsterdam B.V.
Nida Senffstraat 67,1095 MX,Prijs op aanvraag,De Compagnie Makelaardij o.z. Naarden B.V.
"Van Bossestraat 21 2, 1051 JS Amsterdam",1051 JS, 250.000,Benuwmakelaar
"Wijnand Nuijenstraat 126, 1061 WB Amsterdam",1061 WB, 337.500,Tekoopdooreigenaar.nl
"Bovenover 19, 1025 JH Amsterdam",1025 JH, 275.000,123Makelaar
"Hemonystraat 32 F, 1074 BR Amsterdam",1074 BR, 495.000,Benuwmakelaar
"Ijburglaan 1548, 1087 MA Amsterdam",1087 MA, 550.000,Benuwmakelaar
Suze Robertsonstraat 79,1062 BV, 250.000,Makelaardij Hendriks B.V.
"Kostverlorenstraat 3 2, 1052 GR Amsterdam",1052 GR, 375.000,Geijsel Kroon makelaardij
"Eerste Kekerstraat 133,  Amsterdam",na,Prijs op aanvraag,Atsma Makelaardij en Assurantiën
"Van Kinsbergenstraat 56 Hs + Pp, 1057 PT Amsterdam",1057 PT, 700.000,Bakker Berkeveld Den Baas Makelaars B.V.
"Nieuwezijds Voorburgwal 157 Iii-iv, 1012 RK Amsterdam",1012 RK, 785.000,De Groot en Compagnons
"Zomerdijkstraat 25 -h, 1079 WZ Amsterdam",1079 WZ, 325.000,De Groot en Compagnons
"Rustenburgerstraat 227 3+4, 1073 GA Amsterdam",1073 GA, 699.000,Smit & Heinen Makelaars en Taxateurs o/z
Bos en Lommerplantsoen 5 F,1055 AA, 169.000,Makelaarsland
Toutenburgstraat 68,na,Prijs op aanvraag,Linger OG
"Lucellestraat 5 I, 1055 HS Amsterdam",1055 HS, 275.000,Smit & Heinen Makelaars en Taxateurs o/z
"Buiten Kadijken 71, 1018 ZS Amsterdam",1018 ZS, 399.000,Tekoopdooreigenaar.nl
Fleerde 605,na,Prijs op aanvraag,Linger OG
"Woestduinstraat 32 Hs, 1058 TE Amsterdam",1058 TE, 485.000,Smit & Heinen Makelaars en Taxateurs o/z
"Lamarckhof 4 2, 1098 TJ Amsterdam",1098 TJ, 350.000,Geijsel Kroon makelaardij
"Liendenhof 57,  Amsterdam",na, 225.000,Makelaardij Amsterdam Zuidoost B.V.
Crynssenstraat 48 Hs,1058 XX, 300.000,Van Maarschalkerwaart Makelaardij B.V.
"Voltaplein 36, 1098 NS Amsterdam",1098 NS, 500.000,Pappie & Van der Zee Makelaars o/g B.V.
Kribbestraat 53 1,1079 WP, 324.500,Van Maarschalkerwaart Makelaardij B.V.
"Tugelaweg 77, 1091 VM Amsterdam",1091 VM,Prijs op aanvraag,Deltastate makelaars en vastgoedadviseurs
Bouwnummer 19,1035 NN, 725.000,ERA Van de Steege  Amsterdam-Centrum
"Liendenhof 278, 1108 HT Amsterdam",1108 HT, 200.000,Hoekstra en van Eck Amsterdam
"Vrolikstraat 42 4, 1091 VG Amsterdam",1091 VG, 575.000,Crone Schepers Vellekoop V.O.F.
"Bredeweg 30 H, 1098 BR Amsterdam",1098 BR, 1.350.000,Pappie & Van der Zee Makelaars o/g B.V.
"Vrolikstraat 228 3, 1092 TV Amsterdam",1092 TV, 400.000,Pappie & Van der Zee Makelaars o/g B.V.
"Kerkstraat 60 -f, 1017 GM Amsterdam",1017 GM, 699.000,Netherlands Sotheby's International
"Crijnssenstraat 54 Iii, 1058 XX Amsterdam",1058 XX, 300.000,Smit & Heinen Makelaars en Taxateurs o/z
"Johannes Verhulststraat 92 Hs, 1071 NK Amsterdam",1071 NK, 2.450.000,Van Baerle Makelaars
Van der Palmkade 0 Ong,1051    Am, 49.500,Hallie & van Klooster Makelaardij
"Vondelstraat 69 -f, 1054 GK Amsterdam",1054 GK,Prijs op aanvraag,Makelaarsgroep O.G. Commissaris/Ludenhoff
Bos en Lommerplantsoen 17 H,1055 AA, 170.000,Amsterdam at Home Makelaars
"Kamperfoelieweg 30, 1032 HN Amsterdam",1032 HN, 525.000,123Makelaar
"Het Hoogt 116, 1025 HC Amsterdam",1025 HC, 250.000,123Makelaar
"Danie Theronstraat 27, 1091 XV Amsterdam",1091 XV, 375.000,Martens Makelaars
"Groenburgwal 55 2, 1011 HS Amsterdam",1011 HS, 895.000,Martens Makelaars
"Bilderdijkkade 8 H, 1052 RV Amsterdam",1052 RV, 849.000,Van Baerle Makelaars
Groenhoven 106,na,Prijs op aanvraag,Linger OG
Reigersbos 6,na,Prijs op aanvraag,Buuron & Kuipers Makelaars
"Mauvestraat 48 Huis, 1073 RN Amsterdam",1073 RN, 360.000,Van Baerle Makelaars
"Oostelijke Handelskade 1105, 1019 DN Amsterdam",1019 DN, 450.000,RET Makelaars
Bestevaerstraat 143 Ii,1055 TK, 229.000,Wonex
"Kinkerstraat 8 -i, 1053 DT Amsterdam",1053 DT, 285.000,Martens Makelaars
"Cruquiuskade 59, 1018 AM Amsterdam",1018 AM, 600.000,Benuwmakelaar
"Rapenburgerstraat 73 E 4, 1011 VK Amsterdam",1011 VK, 640.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 3, 1011 VK Amsterdam",1011 VK, 600.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 4, 1011 VK Amsterdam",1011 VK, 485.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 2, 1011 VK Amsterdam",1011 VK, 510.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 C 3, 1011 VK Amsterdam",1011 VK, 485.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 E 2, 1011 VK Amsterdam",1011 VK, 465.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 5, 1011 VK Amsterdam",1011 VK, 445.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 B 5, 1011 VK Amsterdam",1011 VK, 415.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 D 6, 1011 VK Amsterdam",1011 VK, 435.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 E 3, 1011 VK Amsterdam",1011 VK, 440.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 C 6, 1011 VK Amsterdam",1011 VK, 420.000,Heeren Makelaars B.V.
"Rapenburgerstraat 75, 1011 VK Amsterdam",1011 VK, 385.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 1, 1011 VK Amsterdam",1011 VK, 350.000,Heeren Makelaars B.V.
"Rapenburgerstraat 73 A 6, 1011 VK Amsterdam",1011 VK, 350.000,Heeren Makelaars B.V.
"Amerbos 392, 1025 ZX Amsterdam",1025 ZX, 239.000,Van Overbeek Amsterdam
Bos en Lommerplantsoen 111 C,1055 AA, 185.000,Hallie & van Klooster Makelaardij
"Prinsengracht 1109 C, 1017 JJ Amsterdam",1017 JJ, 5.735.000,Netherlands Sotheby's International
Hemonystraat 18-4 L,1074 BP, 280.000,Amsterdam at Home Makelaars
Alfred Doblinstraat 153,na,Prijs op aanvraag,Linger OG
Krimpertplein 10,na,Prijs op aanvraag,Linger OG
Revaleiland 0 Ong,1014 ZG, 1.028.685,Hallie & van Klooster Makelaardij
"Biesboschstraat 89 2, 1078 MR Amsterdam",1078 MR, 465.000,Ter Haar Makelaars B.V.
"Stadhouderskade 17 G, 1054 ES Amsterdam",1054 ES, 1.075.000,Heeren Makelaars B.V.
"Hogevecht 92 A, 1102 HE Amsterdam",1102 HE, 200.000,Hoekstra en van Eck Amsterdam
"De Clercqstraat 26 2, 1052 NE Amsterdam",1052 NE, 400.000,Benuwmakelaar
"Admiraal de Ruijterweg 172 2, 1056 GX Amsterdam",1056 GX, 400.000,Onbekend
Sint Jacobsstraat 18,1012 NC, 350.000,Onlinemakelaarsdiensten.nl
Borneolaan 253 Pp,1019 HZ, 35.000,Makelaardij Hendriks B.V.
"Kinkerstraat 67 5, 1053 DG Amsterdam",1053 DG, 350.000,Ter Haar Makelaars B.V.
"Van Nijenrodeweg,  Amsterdam",na, 199.000,Huisman Makelaardij B.V.
"Bartholomeus Diazstraat 10 1, 1057 TB Amsterdam",1057 TB, 265.000,Fred Koot Makelaardij
"Orteliusstraat 108 2, 1057 BG Amsterdam",1057 BG, 300.000,Onbekend
Duke Ellingtonstraat 60,1066 GG, 349.500,Norma Snoek
"Kinkerstraat 26 2, 1053 DV Amsterdam",1053 DV, 239.000,De makelaers
Revaleiland 0 Ong,1014 ZG, 1.068.250,Hallie & van Klooster Makelaardij
Van Nijenrodeweg 99,1083 EG, 450.000,Makelaarsbalie
Willem van Weldammelaan 0 Ong,na, 45.000,Ramon Mossel Makelaardij o.g. B.V.
"Zeeburgerdijk 768, 1095 LG Amsterdam",1095 LG, 397.000,Mar.J. Heule Makelaardij B.V.
Papaverweg 0 Ong,1032 KE, 437.500,Hallie & van Klooster Makelaardij
"Keizersgracht 698 -c, 1017 EV Amsterdam",1017 EV, 875.000,Persoons Beheer B.V.
Badhuiskade Ong,na, 739.924,Hallie & van Klooster Makelaardij
"Kerkstraat 131, 1017 GE Amsterdam",1017 GE, 36.000,Keij & Stefels b.v.
"Sonneveld 5, 1082 EX Amsterdam",1082 EX, 35.000,Broersma Makelaardij B.V.
"Dirk Schäferstraat 5 Ii, 1076 BA Amsterdam",1076 BA, 475.000,Heeren Makelaars B.V.
"Zuidelijke Wandelweg 1, 1079 RJ Amsterdam",1079 RJ, 2.625.000,Heeren Makelaars B.V.
"Blasiusstraat 48 2, 1091 CT Amsterdam",1091 CT, 800.000,Heeren Makelaars B.V.
"Bloemstraat 164 C, 1016 LK Amsterdam",1016 LK, 425.000,Heeren Makelaars B.V.
"Houtmankade 0 Ong,  Amsterdam",na, 42.500,Keij & Stefels b.v.
"Rubensstraat 72 Ii, 1077 NA Amsterdam",1077 NA, 1.500.000,Heeren Makelaars B.V.
Brouwersgracht 165 I-hoog,1015 GH, 300.000,Peters & van der Vloodt b.v.
Krammerstraat 17 I-ii,1078 KE, 450.000,P&P Vastgoed Makelaars B.V.
"Van Eeghenstraat 61 Hs, 1071 EW Amsterdam",1071 EW, 1.800.000,Heeren Makelaars B.V.
"Cannenburg 84, 1081 HD Amsterdam",1081 HD,Prijs op aanvraag,BNV Makelaars
"Gillis van Ledenberchstraat 0 Ong,  Amsterdam",na, 60.000,BNV Makelaars
"Borssenburgplein 137, 1078 WB Amsterdam",1078 WB, 465.000,De Gratis Makelaar
"Lootsstraat 32 2, 1053 NZ Amsterdam",1053 NZ, 250.000,Fred Koot Makelaardij
Spaarndammerstraat 75 A 1,1013 TB, 319.000,BrinkBorgh Makelaardij
"Cornelis Dopperkade 8 1, 1077 KM Amsterdam",1077 KM, 650.000,Heeren Makelaars B.V.
Daguerrestraat 0 Ong,1087    Am, 18.000,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 365.402,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 357.402,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 345.402,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 337.402,Hallie & van Klooster Makelaardij
"Keizersgracht 572, 1017 EM Amsterdam",1017 EM,Prijs op aanvraag,Rappange Makelaardij b.v.
"Processorstraat 16 D, 1033 NZ Amsterdam",1033 NZ, 15.000,Keij & Stefels b.v.
Bouwnummer 68,1095 MD, 400.376,ERA Van de Steege  Amsterdam-Centrum
"Windroosplein 20, 1018 ZW Amsterdam",1018 ZW, 435.000,Bens makelaars
"State Amsterdam Bouwnummer 263 Ong, 1096 AK Amsterdam",1096 AK, 1.118.806,Makelaarskantoor Carla van den Brink B.V.
Badhuiskade Ong,na, 417.971,Hallie & van Klooster Makelaardij
"Radioweg 13, 1098 NE Amsterdam",1098 NE, 750.000,ME Makelaars B.V.
Dirk van Hasseltssteeg 40,1012 NE, 1.195.000,Makelaarsland
"Blasiusstraat 4 Hs, 1091 CR Amsterdam",1091 CR, 1.250.000,Smit & Heinen Makelaars en Taxateurs o/z
"Eerste van der Helststraat 76 1, 1072 NZ Amsterdam",1072 NZ, 335.000,Makelaar 1
"Sara Burgerhartstraat 60 I, 1055 LC Amsterdam",1055 LC,Prijs op aanvraag,NBB Makelaardij
"Keizersgracht 643 C, 1017 DT Amsterdam",1017 DT, 975.000,Heeren Makelaars B.V.
Rozengracht 81 -ohs,1016 LT, 450.000,Makelaardij Hendriks B.V.
"Sint Willibrordusstraat 48 2, 1073 VC Amsterdam",1073 VC, 325.000,Broersma Makelaardij B.V.
"Korte Leidsedwarsstraat 151 C, 1017 PZ Amsterdam",1017 PZ, 480.000,Van Apeldoorn en Peters Makelaardij in o.z.
"Alberdingk Thijmstraat 5 2, 1054 AH Amsterdam",1054 AH, 425.000,Broersma Makelaardij B.V.
"Bestevaerstraat 10 3, 1056 HM Amsterdam",1056 HM,Prijs op aanvraag,K2makelaars
"Knsm-laan 701, 1019 LH Amsterdam",1019 LH, 500.000,RET Makelaars
Daniel Defoelaan 283,na, 175.000,Jacobus Recourt B.V.
"Saxen-weimarlaan 41 A, 1075 BZ Amsterdam",1075 BZ, 1.695.000,Mar.J. Heule Makelaardij B.V.
"Valeriusstraat 162 Ii, 1075 GG Amsterdam",1075 GG, 650.000,Makelaarskantoor Carla van den Brink B.V.
"Nachtwachtlaan 439, 1058 ER Amsterdam",1058 ER, 290.000,Onbekend
"Goudsbloemstraat 140 -d, 1015 JT Amsterdam",1015 JT,Prijs op aanvraag,De La Haye Makelaardij O.G.
"Gerard Schaepstraat 3 I, 1052 GK Amsterdam",1052 GK, 525.000,Broersma Makelaardij B.V.
Leksmondhof 167,na, 179.000,van der Linden Lelystad
"Anthonie van Dijckstraat 11 I, 1077 MG Amsterdam",1077 MG, 1.295.000,Makelaarskantoor O.G. J.H. Brockhoff B.V.
"Pieter de Hoochstraat 40 Hs, 1071 EG Amsterdam",1071 EG, 1.850.000,Ter Haar Makelaars B.V.
Bouwnummer 117,1095 MD, 230.508,ERA Van de Steege  Amsterdam-Centrum
"Admiraal de Ruijterweg 455 1, 1055 MG Amsterdam",1055 MG,Prijs op aanvraag,Ameo Makelaarsgroep
"Hogeweg 102 2, 1098 CJ Amsterdam",1098 CJ, 895.000,Makelaarskantoor Carla van den Brink B.V.
Badhuiskade Ong,na, 805.044,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 759.834,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 635.957,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 602.763,Hallie & van Klooster Makelaardij
"Planciusstraat 21, 1013 MD Amsterdam",1013 MD, 995.000,Broersma Makelaardij B.V.
Bundlaan Ong,na,Prijs op aanvraag,Hallie & van Klooster Makelaardij
"Nieuwe Uilenburgerstraat 15 K, 1011 LM Amsterdam",1011 LM, 375.000,Broersma Makelaardij B.V.
"Zandvoortstraat 23, 1024 VS Amsterdam",1024 VS, 275.000,Van Overbeek Amsterdam
Kastelenstraat 313,1082 EH, 40.000,Henk Burger Makelaardij og B.V.
Papaverweg Ong,na, 2.480.000,Hallie & van Klooster Makelaardij
Papaverweg Ong,na, 800.000,Hallie & van Klooster Makelaardij
"Keizersgracht 91, 1015 CG Amsterdam",1015 CG, 3.450.000,Netherlands Sotheby's International
"Tweede Leliedwarsstraat 5 2, 1015 TB Amsterdam",1015 TB,Prijs op aanvraag,Keij & Stefels b.v.
"Oranje-vrijstaatplein 13, 1093 NG Amsterdam",1093 NG, 475.000,RET Makelaars
Bos en Lommerplantsoen 9 B,1055 AA, 175.000,Amsterdam at Home Makelaars
"Willemsparkweg 24 B, 1071 HG Amsterdam",1071 HG, 1.459.000,WWR Makelaars
"Huidenstraat 2, 1016 ES Amsterdam",1016 ES, 2.200.000,Broersma Makelaardij B.V.
"Gouden Leeuw 826, 1103 KS Amsterdam",1103 KS,Prijs op aanvraag,Onbekend
"Roeselarestraat 12 Nieuw Sloten, 1066 SW Amsterdam",1066 SW,Prijs op aanvraag,Onkenhout Makelaars B.V.
"Van Leijenberghlaan 0 Ong,  Amsterdam",na, 45.000,BNV Makelaars
Kolfschotenstraat 296,na, 200.000,van der Linden Lelystad
"Weesperzijde 100 Hs, 1091 EL Amsterdam",1091 EL, 1.650.000,ME Makelaars B.V.
Revaleiland Ong,na, 1.028.685,Hallie & van Klooster Makelaardij
Bos en Lommerplantsoen 33 E,1055 AA,Prijs op aanvraag,Scholten Vastgoed B.V.
Wamelstraat 66,na, 235.000,van der Linden Lelystad
"Biesboschstraat 42 I, 1078 MV Amsterdam",1078 MV, 489.000,Broersma Makelaardij B.V.
"Zocherstraat 54 Ii, 1054 MA Amsterdam",1054 MA, 775.000,Broersma Makelaardij B.V.
"Niersstraat 4 Ii, 1078 VK Amsterdam",1078 VK,Prijs op aanvraag,Ameo Makelaarsgroep
"Admiraal de Ruijterweg 257 Ii, 1055 LT Amsterdam",1055 LT,Prijs op aanvraag,Ameo Makelaarsgroep
"Bos en Lommerweg 24 3, 1055 EB Amsterdam",1055 EB,Prijs op aanvraag,Ameo Makelaarsgroep
"Postjesweg 497, 1062 JW Amsterdam",1062 JW,Prijs op aanvraag,Ameo Makelaarsgroep
"Maassluisstraat 34, 1062 GD Amsterdam",1062 GD,Prijs op aanvraag,Ameo Makelaarsgroep
"Kloekhorststraat 165, 1104 ML Amsterdam",1104 ML,Prijs op aanvraag,Ameo Makelaarsgroep
"Dalsteindreef 198, 1102 WX Amsterdam",1102 WX,Prijs op aanvraag,Ameo Makelaarsgroep
"Eastonstraat 65, 1068 JB Amsterdam",1068 JB,Prijs op aanvraag,PB Makelaars
Papaverweg Ong,na, 905.000,Hallie & van Klooster Makelaardij
"Buikslotermeerplein 428 -bg, 1025 WP Amsterdam",1025 WP, 28.000,Keij & Stefels b.v.
"Weesperzijde 36 H, 1091 ED Amsterdam",1091 ED,Prijs op aanvraag,Boelen Makelaardij o.z.
"Jacob Marisstraat 80, 1058 JA Amsterdam",1058 JA, 1.480.000,Broersma Makelaardij B.V.
"Rozengracht 236 V, 1016 SZ Amsterdam",1016 SZ,Prijs op aanvraag,PB Makelaars
"Jan Luijkenstraat 16, 1071 AA Amsterdam",1071 AA, 5.200.000,Broersma Makelaardij B.V.
Noordereinde 36,na,Prijs op aanvraag,Hulstkamp Makelaars Groep
"Gustav Mahlerlaan 288, 1082 ME Amsterdam",1082 ME, 4.000.000,Makelaarskantoor Carla van den Brink B.V.
"Amsterdam{$space}de{$space}lierhof{$space 4, 1059 WD Amsterdam",1059 WD, 459.000,Van Overbeek Amsterdam
"Runstraat 26 B, 1016 GK Amsterdam",1016 GK, 875.000,Bridges Makelaars
"Baden Powellweg 91, 1069 LD Amsterdam",1069 LD,Prijs op aanvraag,K2makelaars
"Frans van Mierisstraat 79 H, 1071 RM Amsterdam",1071 RM,Prijs op aanvraag,Boelen Makelaardij o.z.
Revaleiland Ong,na, 949.556,Hallie & van Klooster Makelaardij
"Keizersgracht 674 C, 1017 ET Amsterdam",1017 ET, 1.770.000,Broersma Makelaardij B.V.
"Crack-state 22, 1082 TX Amsterdam",1082 TX,Prijs op aanvraag,PB Makelaars
"Keizersgracht 282, 1016 EW Amsterdam",1016 EW,Prijs op aanvraag,Makelaarskantoor Carla van den Brink B.V.
"Europaboulevard 57, 1083 AD Amsterdam",1083 AD, 1.995.000,Makelaarskantoor Carla van den Brink B.V.
"Orteliusstraat 290 Hs, 1056 PN Amsterdam",1056 PN, 300.000,Kroon van Diest Makelaardij B.V.
"Herengracht 340 -ii, 1016 CG Amsterdam",1016 CG, 25.500,Keij & Stefels b.v.
"Ennemaborg 63, 1082 SM Amsterdam",1082 SM,Prijs op aanvraag,De Nieuwe Amsterdamsche Makelaardij o.g. B.V.
"Omval 92, 1096 HW Amsterdam",1096 HW, 765.000,Broersma Makelaardij B.V.
Lauriergracht 47 F,1016 RG, 3.450.000,PC22
"Van Beuningenstraat 22 A, 1051 XG Amsterdam",1051 XG, 300.000,nemassdeboer
"Nieuwe Prinsengracht 82, 1018 VV Amsterdam",1018 VV, 649.000,Millenaar Makelaardij o.g.
Banne Buikslootlaan 113 B,1034 AB, 350.000,Weghuis Makelaars
"Amstelveenseweg 980 A, 1081 JR Amsterdam",1081 JR, 925.000,A.W. Sabel Makelaardij
"Gyroscoopweg 144 -ii L, 1042 AZ Amsterdam",1042 AZ, 30.000,Keij & Stefels b.v.
"Tintorettostraat 5 I + Iii, 1077 RM Amsterdam",1077 RM, 960.000,Broersma Makelaardij B.V.
Oldenaller 54,1081 HK, 1.100.000,Ramon Mossel Makelaardij o.g. B.V.
Eerste Amstelvlietpad 8 + Pp,na, 650.000,Ramon Mossel Makelaardij o.g. B.V.
"Rustenburgerstraat 333 Iii, 1072 GR Amsterdam",1072 GR, 300.000,Kuijs Reinder Kakes
"Admiraliteitstraat 59, 1018 KP Amsterdam",1018 KP, 300.000,Kuijs Reinder Kakes
Revaleiland Ong,na, 1.068.250,Hallie & van Klooster Makelaardij
Revaleiland Ong,na, 1.028.685,Hallie & van Klooster Makelaardij
Revaleiland Ong,na, 735.907,Hallie & van Klooster Makelaardij
"Admiralengracht 281 H, 1056 EA Amsterdam",1056 EA,Prijs op aanvraag,Boelen Makelaardij o.z.
Bijlmerdreef 899 Te,na,Prijs op aanvraag,Van Soestbergen
Narva-eiland 53 + 55,na, 1.165.864,Ramon Mossel Makelaardij o.g. B.V.
Leerdamhof 29,na, 155.000,Huisportaal.nl
"Argonautenstraat 51 2, 1076 KL Amsterdam",1076 KL,Prijs op aanvraag,B.V. Deltam Makelaardij o.g.
Revaleiland Ong,na, 727.993,Hallie & van Klooster Makelaardij
Revaleiland Ong,na, 625.124,Hallie & van Klooster Makelaardij
Revaleiland Ong,na, 609.299,Hallie & van Klooster Makelaardij
Revaleiland Ong,na, 490.602,Hallie & van Klooster Makelaardij
"Stadionkade 130 I, 1076 BS Amsterdam",1076 BS,Prijs op aanvraag,B.V. Deltam Makelaardij o.g.
"Lutmastraat 89 Hs, 1073 GR Amsterdam",1073 GR, 800.000,Bridges Makelaars
"Piet Gijzenbrugstraat 14 2, 1059 XH Amsterdam",1059 XH, 565.000,A.W. Sabel Makelaardij
"Bosboom Toussaintstraat 18 B, 1054 AR Amsterdam",1054 AR,Prijs op aanvraag,Doeksen Klein Makelaardij
Papaverweg Ong,na, 775.000,Hallie & van Klooster Makelaardij
Papaverweg Ong,na, 437.500,Hallie & van Klooster Makelaardij
"Onstein 102, 1082 KM Amsterdam",1082 KM,Prijs op aanvraag,Boelen Makelaardij o.z.
"Reinwardtstraat 222, 1093 HP Amsterdam",1093 HP, 350.000,Kuijs Reinder Kakes
"Van Eeghenstraat 47 Hs, 1071 EV Amsterdam",1071 EV, 1.795.000,Bakker Berkeveld Den Baas Makelaars B.V.
Jacob van Lennepstraat 542 -v,na, 215.000,van der Linden Lelystad
"Quellijnstraat 7 A, 1072 XM Amsterdam",1072 XM, 649.500,Galman & Versteeg makelaars o.g. B.V.
"Spuistraat 98 -h, 98-1 en 98-2",1012 TZ, 990.000,Beleggingspanden.nl
"Eastonstraat 97, 1068 JC Amsterdam",1068 JC,Prijs op aanvraag,Atsma Makelaardij en Assurantiën
"Sarphatistraat 82 E, 1018 GS Amsterdam",1018 GS, 799.000,ME Makelaars B.V.
Badhuiskade Ong,na, 733.324,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 640.957,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 630.957,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 620.957,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 606.763,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 592.763,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 577.763,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 444.487,Hallie & van Klooster Makelaardij
"Tweede Boerhaavestraat,  Amsterdam",na, 349.000,Huisman Makelaardij B.V.
"Marco Polostraat 77 I, 1057 WG Amsterdam",1057 WG,Prijs op aanvraag,PB Makelaars
"Valeriusplein,  Amsterdam",na, 12.500,Relocation Advisers BV
"Nieuwendammerdijk 222, 1025 LW Amsterdam",1025 LW,Prijs op aanvraag,Ameo Makelaarsgroep
Revaleiland 0 Ong,1014    Am, 1.099.901,Hallie & van Klooster Makelaardij
"President Kennedylaan 272 Iii, 1079 NX Amsterdam",1079 NX,Prijs op aanvraag,Keij & Stefels b.v.
Badhuiskade Ong,na, 377.402,Hallie & van Klooster Makelaardij
Badhuiskade Ong,na, 353.402,Hallie & van Klooster Makelaardij
"Looiersgracht 108, 1016 VT Amsterdam",1016 VT, 400.000,Heeren Makelaars B.V.
Hekelveld 7 2,1012 SN, 850.000,De Huizenbemiddelaar Amsterdam 2
"Zuid-hollandstraat 112, 1082 EM Amsterdam",1082 EM, 29.000,Smit & Heinen Makelaars en Taxateurs o/z
"Sam van Houtenstraat 199 B, 1067 JG Amsterdam",1067 JG, 275.000,iBlue Makelaars
Westerdoksdijk 0 Ong,1013    Am, 55.000,Hallie & van Klooster Makelaardij
Voetboogstraat 4 Ii,1012 XL, 325.000,Makelaarsbalie
Revaleiland Ong,na, 751.732,Hallie & van Klooster Makelaardij
Ijburglaan 0 Ong,na, 27.500,Voogd Makelaardij B.V.
Van Speijkstraat 40-3,1057 HC, 700.000,Hallie & van Klooster Makelaardij
"Parkeerplaats Blok 23 B, 1087 XX Amsterdam",1087 XX, 30.000,Kuijs Reinder Kakes
"Poggenbeekstraat 9-2, 1073 JE Amsterdam",1073 JE,Prijs op aanvraag,Ameo Makelaarsgroep
"Tweede Jan van der Heijdenstraat 101 I-ii, 1074 XT Amsterdam",1074 XT,Prijs op aanvraag,Doeksen Klein Makelaardij
"Sarphatistraat 82 I, 1018 GS Amsterdam",1018 GS, 1.650.000,ME Makelaars B.V.
"Abbenesstraat 17 2, 1059 TC Amsterdam",1059 TC,Prijs op aanvraag,VlaanderenMeybaum
"Biesboschstraat 61 1, 1078 MN Amsterdam",1078 MN,Prijs op aanvraag,Ameo Makelaarsgroep
"Bos en Lommerplantsoen 109 P, 1055 AA Amsterdam",1055 AA, 165.000,De makelaers
Gibraltarstraat 82 Hs,1055 NT, 375.000,ERA Van de Steege  Amsterdam-Centrum
"Roemer Visscherstraat 18 -i, 1054 EX Amsterdam",1054 EX, 21.000,Keij & Stefels b.v.
"Eerste Jan Vd Heijdenstr 104 Iii, 1072 VA Amsterdam",1072 VA,Prijs op aanvraag,De Nieuwe Amsterdamsche Makelaardij o.g. B.V.
S.f. van Oss-straat 228,1068 JP, 200.000,ERA Van de Steege  Amsterdam-Centrum
"Sint Willibrordusstraat 3 Ii, 1074 XH Amsterdam",1074 XH,Prijs op aanvraag,Ameo Makelaarsgroep
"Bernissestraat, 1079 ZW Amsterdam",1079 ZW, 35.000,Smit & Heinen Makelaars en Taxateurs o/z
Rozengracht 158,1016 NJ,Veiling,Veilingbiljet.nl
Bouwnummer 26,1035 NN, 865.000,ERA Van de Steege  Amsterdam-Centrum
Badhuiskade Ong,na, 385.416,Hallie & van Klooster Makelaardij
"Tuinstraat 16 Hs+i, 1015 PE Amsterdam",1015 PE, 679.000,ME Makelaars B.V.
"Bosboom Toussaintstraat 53 1, 1054 AP Amsterdam",1054 AP, 1.100.000,ME Makelaars B.V.
De Lierhof Pp,na, 30.000,Huisportaal.nl
"Roy 1034, 1034 MO Amsterdam",1034 MO, 850.000,Wester Campagne & Van Breemen
"Tussen Meer 116, 1069 DT Amsterdam",1069 DT,Prijs op aanvraag,Moerland Makelaardij BV
"Saenredamstraat 66-2, 1072 CJ Amsterdam",1072 CJ,Prijs op aanvraag,Ameo Makelaarsgroep
