Zipcode,current_price,price_per_m2,times_in_sales,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,(huis)arts,tandarts,fitnesscentrum,bibliotheek,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit
1018.0,300000.0,,,-,1990,52.0,163.0,,2,-,938.0,2400.0,154.0,282.0,90.0,875.0,99.0,166.0,332.0,525.0,1000.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901
1011.0,885000.0,,,-,1998,120.0,467.0,,3,-,1100.0,2200.0,608.0,298.0,145.0,1100.0,147.0,420.0,200.0,53.0,647.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506
1079.0,500000.0, 6.173,1 maand,Bovenwoning,-,81.0,293.0,,4,3,767.0,805.0,856.0,160.0,73.0,637.0,91.0,89.0,55.0,118.0,1000.0,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706
1011.0,320000.0, 5.614,1 maand,Appartement,1985,57.0,,,2,1,648.0,1800.0,165.0,48.0,309.0,715.0,85.0,170.0,118.0,184.0,529.0,8.83,1.089940828402367,12.429,0.09,0.12,0.35,0.33,0.1,0.64,0.24,0.12,5.87,0.67,0.18,0.15,"1,5",0.72,0.32,0.32,0.36,22.4,0.0506
1013.0,927930.0, 5.910,3 maanden,Appartement,2008,157.0,436.0,,5,4,945.0,2000.0,436.0,250.0,105.0,250.0,343.0,488.0,127.0,1000.0,1500.0,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603
1063.0,325000.0, 3.125,1 maand,Eengezinswoning,1953,104.0,,,5,4,1200.0,463.0,294.0,148.0,330.0,979.0,40.0,487.0,845.0,997.0,4100.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306
1068.0,179500.0, 3.452,1 maand,Appartement,1967,52.0,160.0,,2,-,1800.0,735.0,369.0,654.0,386.0,940.0,622.0,512.0,307.0,191.0,4700.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1069.0,275000.0, 2.723,1 maand,Appartement,2005,101.0,307.0,,5,-,2700.0,1000.0,416.0,176.0,134.0,759.0,224.0,205.0,206.0,661.0,5200.0,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999
1072.0,300000.0,,,-,1917,53.0,185.0,,2,-,,,,,,,,,,,,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1052.0,0.0,-,1 maand,Appartement,1922,48.0,130.0,,2,1,1800.0,523.0,508.0,383.0,67.0,167.0,346.0,189.0,170.0,497.0,785.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806
1055.0,550000.0, 4.783,7 dagen,Benedenwoning,-,115.0,345.0,,3,2,,,,,,,,,,,,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
1063.0,310000.0, 2.981,1 maand,Eengezinswoning,1953,104.0,,,5,4,1200.0,463.0,294.0,148.0,330.0,979.0,40.0,487.0,845.0,997.0,4100.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306
1063.0,260000.0, 4.127,1 maand,Tussenwoning,1953,63.0,,,-,-,,,,,,,,,,,,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306
1051.0,0.0,-,1 maand,Appartement,1905,46.0,126.0,,3,2,2000.0,1100.0,71.0,303.0,115.0,147.0,156.0,158.0,162.0,624.0,1400.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909
1076.0,650000.0, 5.118,1 maand,Woning,1931,127.0,434.0,,7,4,780.0,679.0,340.0,369.0,279.0,291.0,623.0,225.0,211.0,849.0,457.0,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001
1075.0,975000.0, 6.457,1 maand,Bovenwoning,1940,151.0,435.0,,-,-,1400.0,729.0,315.0,593.0,16.0,863.0,153.0,133.0,47.0,413.0,1900.0,3.725,0.9201030927835051,12.822,0.1,0.1,0.48,0.22,0.1,0.64,0.19,0.17,2.36,0.65,0.2,0.15,"1,5",0.74,0.25,0.41,0.34,20.5,0.0603
1069.0,0.0,-,1 maand,Appartement,2007,80.0,,,3,-,,,,,,,,,,,,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999
1054.0,225000.0, 9.375,19 dagen,Woning,1905,24.0,77.0,,1,1,,,,,,,,,,,,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05
1065.0,815000.0, 6.626,1 maand,Villa,1967,123.0,,,-,-,1000.0,843.0,695.0,369.0,277.0,1100.0,727.0,548.0,416.0,254.0,3400.0,16.495,0.9236151603498542,7.029,0.19,0.13,0.28,0.22,0.18,0.39,0.12,0.49,7.815,0.46,0.23,0.31,"2,1",0.65,0.16,0.45,0.39,17.7,0.09
1056.0,525000.0, 5.899,2 maanden,Bovenwoning,1919,89.0,326.0,,4,2,2400.0,535.0,419.0,265.0,81.0,414.0,194.0,17.0,89.0,337.0,1400.0,11.945,0.9646381578947368,22.538,0.14,0.14,0.45,0.2,0.07,0.54,0.16,0.3,6.875,0.56,0.22,0.22,"1,7",0.71,0.16,0.43,0.41,17.5,0.09
,275000.0, 3.161,1 maand,Tussenwoning,1965,87.0,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017.0,0.0,-,1 maand,Appartement,1928,282.0,665.0,,5,2,2000.0,1300.0,421.0,242.0,342.0,456.0,142.0,97.0,126.0,43.0,776.0,6.975,1.0454545454545454,12.587,0.09,0.12,0.43,0.26,0.09,0.64,0.25,0.11,4.62,0.67,0.21,0.13,"1,5",0.73,0.36,0.33,0.31,26.3,0.0209
1091.0,375000.0,-,1 maand,Bovenwoning,1984,,206.0,,2,1,1000.0,1300.0,590.0,168.0,226.0,204.0,163.0,237.0,235.0,390.0,412.0,4.635,1.0554323725055432,12.52,0.12,0.13,0.45,0.24,0.06,0.62,0.18,0.2,2.855,0.62,0.21,0.17,"1,6",0.75,0.27,0.38,0.35,20.9,0.0509
1054.0,1995000.0, 6.234,1 maand,Recreatiewoning,-,320.0,,,8,-,2500.0,1000.0,373.0,453.0,48.0,812.0,48.0,109.0,43.0,571.0,1400.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405
1054.0,1325000.0, 8.833,1 maand,Appartement,-,150.0,,,4,-,2600.0,923.0,219.0,519.0,189.0,827.0,111.0,27.0,84.0,501.0,1200.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405
1015.0,1500000.0, 8.333,1 maand,Bovenwoning,1005,180.0,,,-,-,932.0,924.0,172.0,423.0,250.0,428.0,173.0,298.0,152.0,136.0,364.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1077.0,1000000.0,,,-,1957,110.0,406.0,,4,3,840.0,666.0,500.0,386.0,435.0,433.0,510.0,40.0,30.0,617.0,633.0,8.165,0.8791714614499425,9.239,0.18,0.11,0.29,0.27,0.16,0.65,0.27,0.08,4.105,0.47,0.25,0.28,"2,0",0.71,0.55,0.23,0.22,38.8,0.0005
1091.0,685000.0, 8.354,3 maanden,Appartement,1884,82.0,206.0,,4,3,1400.0,1200.0,581.0,289.0,337.0,371.0,161.0,244.0,128.0,554.0,498.0,4.635,1.0554323725055432,12.52,0.12,0.13,0.45,0.24,0.06,0.62,0.18,0.2,2.855,0.62,0.21,0.17,"1,6",0.75,0.27,0.38,0.35,20.9,0.0509
1017.0,1495000.0, 7.257,1 maand,Penthouse,1005,206.0,,,-,-,1900.0,1200.0,161.0,214.0,216.0,112.0,119.0,128.0,60.0,370.0,605.0,6.975,1.0454545454545454,12.587,0.09,0.12,0.43,0.26,0.09,0.64,0.25,0.11,4.62,0.67,0.21,0.13,"1,5",0.73,0.36,0.33,0.31,26.3,0.0209
1012.0,1250000.0, 16.234,1 maand,Appartement,1005,77.0,,,-,-,362.0,1500.0,75.0,384.0,279.0,151.0,6.0,233.0,242.0,79.0,872.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203
1071.0,1925000.0, 24.063,1 maand,Woning,1891,80.0,,,-,-,,,,,,,,,,,,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1097.0,1000000.0,-,1 maand,Dubbele bovenwoning,1906,,640.0,,6,4,969.0,590.0,342.0,545.0,31.0,579.0,286.0,251.0,316.0,813.0,1500.0,9.685,0.905511811023622,5.965,0.12,0.16,0.3,0.26,0.16,0.62,0.14,0.24,5.71,0.61,0.19,0.2,"1,6",0.68,0.18,0.39,0.43,17.8,0.0706
1053.0,395000.0,-,1 maand,Benedenwoning,1906,,274.0,,3,1,2000.0,231.0,10.0,476.0,142.0,425.0,38.0,157.0,191.0,338.0,842.0,4.395,1.0324074074074074,20.263,0.1,0.11,0.45,0.25,0.09,0.65,0.21,0.14,2.84,0.64,0.21,0.15,"1,5",0.75,0.22,0.4,0.38,19.4,0.050499999999999996
1077.0,1975000.0, 15.551,1 maand,Woning,1933,127.0,,,-,-,792.0,573.0,576.0,276.0,284.0,448.0,323.0,186.0,203.0,661.0,722.0,8.165,0.8791714614499425,9.239,0.18,0.11,0.29,0.27,0.16,0.65,0.27,0.08,4.105,0.47,0.25,0.28,"2,0",0.71,0.55,0.23,0.22,38.8,0.0005
1076.0,0.0,-,1 maand,Appartement,1935,72.0,206.0,,4,2,989.0,226.0,535.0,173.0,40.0,212.0,204.0,450.0,65.0,503.0,602.0,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001
1054.0,0.0,-,1 maand,Appartement,1894,87.0,320.0,,4,3,2100.0,452.0,271.0,583.0,178.0,599.0,38.0,42.0,182.0,358.0,745.0,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405
1016.0,775000.0,-,1 maand,Appartement,1665,,271.0,,2,1,1500.0,696.0,335.0,480.0,236.0,129.0,129.0,240.0,134.0,185.0,73.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1015.0,700000.0, 7.955,1 maand,Appartement,-,88.0,250.0,,4,2,1000.0,1300.0,453.0,97.0,136.0,703.0,62.0,86.0,51.0,717.0,785.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
1077.0,2750000.0, 11.364,5 maanden,Villa,1959,242.0,,595.0,4,-,334.0,179.0,168.0,597.0,467.0,203.0,283.0,544.0,162.0,568.0,316.0,1.25,,1.067,0.16,0.1,0.27,0.25,0.22,0.63,0.25,0.12,715.0,0.59,0.2,0.21,"1,8",0.73,0.59,0.27,0.14,37.3,0.0
1059.0,565000.0, 5.947,1 maand,Appartement,1933,95.0,265.0,,3,2,1200.0,604.0,264.0,475.0,184.0,125.0,191.0,229.0,122.0,574.0,1800.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1069.0,27500.0,-,1 maand,Garage,-,,,19.0,-,-,,,,,,,,,,,,5.185,0.9383177570093458,8.696,0.18,0.13,0.29,0.23,0.18,0.43,0.13,0.44,2.45,0.48,0.21,0.31,"2,0",0.63,0.11,0.45,0.44,16.4,0.0906
1017.0,895000.0, 8.689,1 maand,Bovenwoning,2001,103.0,268.0,,-,-,1800.0,790.0,116.0,661.0,320.0,292.0,48.0,194.0,179.0,208.0,327.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001
1068.0,299000.0, 3.115,2 maanden,Appartement,1970,96.0,325.0,,2,-,,,,,,,,,,,,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1061.0,275000.0, 3.235,28 dagen,Appartement,2006,85.0,,,-,-,1200.0,740.0,61.0,184.0,184.0,624.0,474.0,464.0,293.0,324.0,2800.0,7.34,1.0262068965517241,10.108,0.23,0.17,0.34,0.18,0.08,0.17,0.08,0.75,3.275,0.48,0.16,0.36,"2,2",0.53,0.06,0.44,0.5,14.3,0.18030000000000002
1071.0,2250000.0, 9.336,1 maand,Woning,1921,241.0,,,8,-,1600.0,1100.0,215.0,195.0,100.0,397.0,167.0,133.0,197.0,233.0,1400.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1071.0,1795000.0, 8.388,3 maanden,Woning,1894,214.0,785.0,,7,6,2100.0,1200.0,388.0,366.0,117.0,643.0,77.0,280.0,64.0,200.0,1400.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1075.0,1950000.0, 18.932,1 maand,Herenhuis,1912,103.0,,,-,-,1800.0,655.0,425.0,657.0,412.0,368.0,378.0,102.0,116.0,540.0,1500.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1075.0,1249500.0, 9.395,1 maand,Benedenwoning,1914,133.0,425.0,,-,-,1700.0,482.0,348.0,525.0,258.0,290.0,297.0,229.0,48.0,413.0,1300.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1013.0,599000.0, 7.217,3 maanden,Bovenwoning,1005,83.0,,,4,-,511.0,1500.0,75.0,198.0,50.0,375.0,39.0,46.0,78.0,398.0,925.0,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603
1071.0,4880000.0, 16.431,1 maand,Herenhuis,1919,297.0,,,-,-,1800.0,804.0,434.0,473.0,141.0,341.0,113.0,125.0,22.0,108.0,1500.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1025.0,260000.0, 2.826,1 maand,Appartement,1975,92.0,,,4,3,,,,,,,,,,,,11.96,0.8790259230164964,3.667,0.17,0.14,0.25,0.22,0.23,0.49,0.1,0.41,6.105,0.5,0.22,0.27,"1,9",0.64,0.15,0.44,0.41,17.3,0.0801
1073.0,598000.0,-,1 maand,Appartement,1906,,250.0,,3,2,1800.0,720.0,195.0,272.0,193.0,458.0,108.0,248.0,144.0,313.0,755.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601
1092.0,399000.0, 6.234,3 maanden,Bovenwoning,1899,64.0,185.0,,3,2,819.0,1200.0,552.0,68.0,175.0,464.0,120.0,296.0,210.0,360.0,1200.0,10.255,1.019704433497537,14.281,0.13,0.13,0.4,0.27,0.07,0.47,0.15,0.38,6.12,0.62,0.18,0.2,"1,7",0.68,0.14,0.42,0.44,17.2,0.1109
1061.0,350000.0, 4.268,1 maand,Appartement,2011,82.0,,,-,-,,,,,,,,,,,,7.34,1.0262068965517241,10.108,0.23,0.17,0.34,0.18,0.08,0.17,0.08,0.75,3.275,0.48,0.16,0.36,"2,2",0.53,0.06,0.44,0.5,14.3,0.18030000000000002
1017.0,2995000.0, 8.967,1 maand,Benedenwoning,-,334.0,,,4,3,1900.0,1100.0,162.0,400.0,313.0,248.0,88.0,193.0,176.0,415.0,479.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001
1094.0,275000.0, 6.250,1 maand,Studio,1913,44.0,,,-,-,,,,,,,,,,,,12.055,1.0668380462724936,25.52,0.15,0.14,0.43,0.21,0.07,0.34,0.13,0.53,6.855,0.6,0.18,0.22,"1,8",0.63,0.09,0.42,0.49,15.5,0.1309
1058.0,799000.0, 6.658,1 maand,Appartement,-,120.0,313.0,,4,3,,,,,,,,,,,,6.38,0.936267071320182,20.52,0.11,0.13,0.48,0.2,0.08,0.58,0.19,0.23,3.875,0.58,0.24,0.18,"1,6",0.76,0.2,0.41,0.39,18.8,0.0602
1072.0,950000.0, 6.786,1 maand,Appartement,-,140.0,500.0,,4,3,1900.0,517.0,377.0,103.0,120.0,137.0,107.0,166.0,177.0,208.0,960.0,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601
1055.0,0.0,-,1 maand,Benedenwoning,1926,,340.0,172.0,3,2,1500.0,997.0,205.0,350.0,175.0,927.0,115.0,83.0,161.0,430.0,2000.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
1096.0,1118806.0, 5.888,1 maand,Bovenwoning,2019,190.0,494.0,,-,-,1100.0,508.0,55.0,1500.0,564.0,1300.0,1000.0,568.0,1100.0,1200.0,2100.0,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005
1098.0,419500.0, 5.826,3 maanden,Benedenwoning,1931,72.0,,,4,-,1100.0,1200.0,913.0,210.0,170.0,277.0,593.0,77.0,116.0,477.0,1700.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203
1097.0,375000.0, 5.859,1 maand,Woning,1903,64.0,206.0,,3,2,836.0,733.0,222.0,463.0,178.0,435.0,249.0,293.0,209.0,921.0,1600.0,9.685,0.905511811023622,5.965,0.12,0.16,0.3,0.26,0.16,0.62,0.14,0.24,5.71,0.61,0.19,0.2,"1,6",0.68,0.18,0.39,0.43,17.8,0.0706
1071.0,1150000.0,-,1 maand,Appartement,1905,,507.0,,6,4,1700.0,1100.0,170.0,283.0,60.0,436.0,178.0,190.0,97.0,349.0,1500.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1018.0,375000.0, 5.357,1 maand,Bovenwoning,1925,70.0,210.0,,4,3,1500.0,1700.0,350.0,135.0,297.0,619.0,141.0,112.0,75.0,406.0,1100.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1012.0,990000.0, 8.115,2 maanden,Woning,-,122.0,,49.0,-,-,721.0,1100.0,115.0,351.0,75.0,214.0,66.0,160.0,100.0,95.0,593.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203
1019.0,459000.0, 5.885,2 maanden,Appartement,1905,78.0,239.0,,2,1,1200.0,1800.0,639.0,363.0,182.0,727.0,357.0,174.0,345.0,501.0,298.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408
1018.0,0.0,-,2 maanden,Appartement,1982,103.0,340.0,,3,2,,,,,,,,,,,,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1057.0,0.0,-,1 maand,Bovenwoning,1929,54.0,137.0,,5,2,1800.0,680.0,299.0,99.0,190.0,465.0,156.0,194.0,295.0,442.0,1900.0,10.02,0.9782823297137215,25.57,0.14,0.11,0.47,0.19,0.08,0.44,0.15,0.41,6.0,0.61,0.19,0.2,"1,6",0.69,0.12,0.48,0.4,16.9,0.1107
1068.0,0.0,-,1 maand,Tussenwoning,1960,84.0,,,6,-,1500.0,209.0,639.0,251.0,219.0,469.0,124.0,56.0,83.0,405.0,4100.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1033.0,200000.0, 3.571,1 maand,Appartement,1988,56.0,171.0,,-,1,4400.0,667.0,376.0,391.0,336.0,528.0,1800.0,465.0,467.0,1600.0,2600.0,8.715,0.9453125,3.556,0.19,0.13,0.27,0.27,0.14,0.64,0.1,0.26,3.905,0.36,0.24,0.4,"2,2",0.73,0.2,0.44,0.36,17.9,0.050499999999999996
1075.0,1595000.0, 8.179,2 maanden,Appartement,1903,195.0,,,4,-,1700.0,650.0,472.0,560.0,401.0,258.0,422.0,202.0,94.0,565.0,1400.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1052.0,375000.0, 6.356,21 dagen,Appartement,1910,59.0,165.0,,3,-,1800.0,473.0,122.0,168.0,456.0,292.0,117.0,85.0,218.0,111.0,527.0,7.825,1.0,22.079,0.1,0.1,0.45,0.25,0.09,0.6,0.19,0.21,5.065,0.66,0.19,0.15,"1,5",0.73,0.18,0.42,0.4,18.3,0.0806
1017.0,498000.0, 8.164,3 maanden,Grachtenpand,1005,61.0,189.0,,2,1,1900.0,1300.0,26.0,171.0,108.0,59.0,2.0,256.0,224.0,284.0,540.0,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001
1013.0,275000.0, 4.583,1 maand,Appartement,1985,60.0,184.0,,2,1,,,,,,,,,,,,9.69,0.9876923076923078,7.143,0.13,0.11,0.4,0.26,0.09,0.51,0.15,0.34,5.6,0.6,0.18,0.22,"1,7",0.67,0.1,0.44,0.46,15.9,0.1404
1055.0,300000.0, 5.263,1 maand,Appartement,1939,57.0,190.0,,4,3,1500.0,917.0,321.0,361.0,253.0,928.0,173.0,86.0,109.0,373.0,2000.0,5.77,0.9794168096054888,15.935,0.14,0.14,0.5,0.16,0.07,0.49,0.15,0.36,3.4,0.58,0.23,0.19,"1,7",0.74,0.13,0.52,0.35,17.4,0.0601
1051.0,430000.0, 5.244,2 maanden,Bovenwoning,1915,82.0,242.0,,2,1,2100.0,633.0,499.0,381.0,377.0,364.0,143.0,234.0,578.0,686.0,1200.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909
1071.0,1650000.0, 8.967,8 dagen,Woning,-,184.0,,,7,-,1700.0,1200.0,90.0,337.0,46.0,490.0,125.0,256.0,156.0,365.0,1500.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1075.0,1500000.0, 6.667,8 dagen,Bovenwoning,-,225.0,,,8,-,1500.0,591.0,327.0,335.0,152.0,103.0,430.0,425.0,96.0,591.0,1100.0,5.235,0.9885931558935362,8.225,0.19,0.1,0.35,0.26,0.1,0.64,0.26,0.1,2.675,0.5,0.22,0.28,"2,0",0.74,0.44,0.28,0.28,33.3,0.020499999999999997
1013.0,1350000.0, 9.643,8 dagen,Appartement,-,140.0,457.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055.0,175000.0,-,1 maand,Studio,-,,,,-,-,,,,,,,,,,,,7.34,1.0262068965517241,10.108,0.23,0.17,0.34,0.18,0.08,0.17,0.08,0.75,3.275,0.48,0.16,0.36,"2,2",0.53,0.06,0.44,0.5,14.3,0.18030000000000002
