Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Appartement,1908,50 m²,146 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,666,0
-,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,691,4
-,2005,105 m²,285 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,1
Appartement,1923,49 m²,137 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,420,1
-,2011,155 m²,403 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,71,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,289,1
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,1
Dubbele bovenwoning,1924,74 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,122,0
Hoekwoning,-,,-,82 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,37,0
Bovenwoning,2010,59 m²,177 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,336,3
Appartement,-,198 m²,-,-,Lift,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,359,2
Benedenwoning,1936,70 m²,225 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,860,1
Appartement,1930,59 m²,219 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,-,351,0
Appartement,1929,86 m²,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,36,0
Appartement,2017,,496 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,168,0
-,1982,57 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,51,0
Woning,1894,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,769,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,399,0
Appartement,1965,64 m²,196 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,927,0
Eengezinswoning,-,171 m²,364 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,157,1
Eengezinswoning,-,143 m²,364 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,189,1
Bovenwoning,1880,70 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,90,0
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,882,2
Eengezinswoning,-,123 m²,319 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,37,0
Eengezinswoning,-,123 m²,319 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,33,0
Eengezinswoning,-,123 m²,319 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,41,0
Eengezinswoning,-,123 m²,319 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,42,0
Woning,-,143 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,50,1
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,133,0
Woon-/winkelpand,-,100 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,107,0
Appartement,-,,260 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,68,0
Tussenwoning,1895,261 m²,785 m³,126 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,138,0
Bovenwoning,1898,220 m²,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,Ja,-,346,0
Appartement,1966,69 m²,187 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,301,0
Garage,-,,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,320,0
Eengezinswoning,-,123 m²,319 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,-,-,38,0
Appartement,1876,31 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,Ja,799,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,1
Appartement,-,63 m²,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,23,3
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,0
Bovenwoning,-,59 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,78,0
Appartement,-,30 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,64,0
-,2011,98 m²,295 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,90,0
Benedenwoning,1972,74 m²,240 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,145,2
Boerderij,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,508,9
Bovenwoning,1930,262 m²,935 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,0
-,-,142 m²,505 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,31,1
Appartement,1904,,242 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,72,2
Woning,-,110 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,222,1
-,2011,104 m²,270 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,91,0
-,2011,160 m²,430 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,157,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,92,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,97,0
Penthouse,1905,114 m²,-,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,-,-,297,1
Appartement,2000,80 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,1.185,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,84,0
Penthouse,1005,135 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,121,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,1
Woning,1927,65 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,195,0
Appartement,1966,60 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,412,1
Bovenwoning,1923,45 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,0
-,2011,49 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,97,0
-,1989,52 m²,158 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,457,1
Grachtenpand,1700,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.868,17
Appartement,1966,70 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,446,1
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,243,0
-,2011,155 m²,403 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,129,0
Villa,1930,380 m²,-,-,-,-,Openhaard,-,-,-,9,6,-,-,-,-,Ja,-,Ja,Ja,3.310,0
Studio,1005,547 m²,-,-,Lift,-,Openhaard,-,-,-,8,3,-,-,-,-,Ja,-,-,Ja,4.019,3
Appartement,1930,56 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,186,2
-,2011,258 m²,780 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,110,0
-,2011,149 m²,390 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,93,0
-,2011,99 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,68,0
Eengezinswoning,-,107 m²,376 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,250,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,482,1
-,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,575,2
Appartement,1984,53 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,581,1
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,254,0
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,240,0
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,240,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,248,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,240,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,235,3
Eengezinswoning,-,107 m²,376 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,225,3
Eengezinswoning,-,107 m²,376 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,228,3
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,176,2
Woning,1005,222 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,Ja,419,1
Appartement,2003,70 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,516,1
Eengezinswoning,-,113 m²,293 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,63,0
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,263,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,240,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,240,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,243,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,233,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,236,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,229,3
Eengezinswoning,-,103 m²,361 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,229,3
Woonboot,2010,156 m²,510 m³,197 m²,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,Ja,6.670,13
Appartement,1903,60 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,127,0
Appartement,-,16 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,1.053,0
Appartement,1906,,230 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,344,3
Dubbele bovenwoning,1959,,-,83 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,0
Bovenwoning,1989,39 m²,97 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,3.157,3
Grachtenpand,-,210 m²,600 m³,1 m²,-,-,-,-,-,-,7,5,-,-,-,-,Ja,-,-,Ja,589,0
-,-,,-,17 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,589,0
-,2010,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,705,2
Benedenwoning,-,70 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,42,0
Appartement,-,28 m²,-,-,-,-,-,-,-,-,1,-,-,-,-,-,Ja,-,Ja,Ja,118,2
Herenhuis,1956,159 m²,578 m³,257 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,Ja,563,0
Benedenwoning,-,61 m²,-,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,82,0
Eengezinswoning,-,108 m²,280 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,52,0
Vrijstaande woning,1934,360 m²,930 m³,732 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,783,1
Garage,-,,-,10 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.250,1
Studio,1958,30 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,3.514,5
Bovenwoning,-,67 m²,206 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,446,4
Appartement,1906,150 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,1.344,3
-,-,,-,-,-,-,Stadsverwarming,-,-,Uitstekend,-,-,-,Geen,Uitstekend,Uitstekend,-,-,-,-,551,1
Appartement,-,48 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,75,0
-,2011,270 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,210,0
Appartement,2008,87 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,250,0
Woning,1923,125 m²,350 m³,2.390 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,12.934,1
Woning,-,67 m²,260 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,142,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,1
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,241,0
-,2011,270 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,166,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,125,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,1
-,2017,211 m²,528 m³,-,-,-,-,-,-,-,8,2,-,-,-,-,-,-,-,-,262,0
Woonboot,1960,200 m²,680 m³,1 m²,-,-,-,-,-,-,9,7,-,-,-,-,-,-,-,-,19.684,12
Dubbele bovenwoning,2017,,385 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,144,0
Grachtenpand,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,2.971,2
Bovenwoning,1850,106 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,820,0
Bovenwoning,1920,80 m²,216 m³,-,-,Dubbelglas,Centrale-verwarming,-,-,Uitstekend,3,1,Bad2e toilet,Luxe,Goed,Goed,-,Woningen,-,-,589,61
Bedrijfsruimte,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,Ja,465,0
-,2011,241 m²,630 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,159,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,394,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,274,0
Appartement,-,87 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,300,1
-,2011,108 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,147,0
Woning,1906,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,157,0
-,2011,144 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,159,0
Benedenwoning,-,,177 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,83,5
Appartement,1981,64 m²,170 m³,67 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,8.354,1
-,2011,98 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,112,0
Appartement,2006,82 m²,240 m³,-,Lift,-,-,-,-,-,3,3,-,-,-,-,-,-,Ja,-,706,0
-,2011,168 m²,438 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,182,0
-,2011,107 m²,280 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,106,0
-,2018,107 m²,345 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,13,0
-,2011,102 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,106,0
-,2011,196 m²,510 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,210,0
-,2011,108 m²,282 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,97,0
-,2011,98 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,102,0
-,2011,270 m²,705 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,182,0
-,2011,258 m²,700 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,167,0
-,2011,192 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,219,0
-,2011,266 m²,695 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,160,0
-,2011,160 m²,420 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,185,0
-,2011,143 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,134,0
Benedenwoning,-,202 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,480,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,42,0
-,2011,197 m²,515 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,216,0
-,2011,143 m²,375 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,138,0
Appartement,-,52 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,164,2
-,2011,155 m²,405 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,238,0
Appartement,1968,70 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,993,0
-,2011,125 m²,325 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,91,0
-,2011,106 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,99,0
Benedenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,0
Benedenwoning,1930,102 m²,616 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,873,0
Tussenwoning,1930,261 m²,924 m³,150 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,158,0
Tussenwoning,1915,55 m²,140 m³,85 m²,-,DubbelglasDak,Centrale-verwarming,-,-,Goed,2,1,-,Moderne,Uitstekend,Uitstekend,VoorAchter,-,-,-,77,0
-,2011,50 m²,130 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,111,0
-,2011,81 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,82,0
Woonboot,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1.076,15
Appartement,-,51 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,137,1
Appartement,-,53 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,127,1
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,152,1
Appartement,-,49 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,154,1
Appartement,-,47 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,-,Ja,160,1
Bovenwoning,1914,164 m²,592 m³,179 m²,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,-,3.050,3
Appartement,-,,79 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,593,3
-,2011,155 m²,405 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,112,0
Woon-/winkelpand,1005,267 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,336,0
Dubbele bovenwoning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,40,0
Bovenwoning,1928,56 m²,151 m³,56 m²,-,Dubbelglas,-,-,-,Uitstekend,2,1,-,Moderne,Goed,Goed,-,Woningen,Ja,-,104,1
Tussenwoning,1906,210 m²,774 m³,102 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,182,0
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,0
Benedenwoning,2016,195 m²,600 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,623,0
Hoekwoning,2011,130 m²,467 m³,135 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,1.075,2
Herenhuis,1896,386 m²,1.536 m³,-,-,-,Openhaard,-,-,-,9,5,-,-,-,-,Ja,-,Ja,-,1.175,3
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175,0
Woning,1902,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,205,0
Woning,1921,412 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,1.516,2
Bovenwoning,-,,330 m³,49 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,435,0
Dubbele bovenwoning,1902,143 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,Ja,-,609,3
Appartement,1969,63 m²,165 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,657,0
Herenhuis,1895,228 m²,767 m³,85 m²,-,DubbelglasDak,Centrale-verwarmingCV hoogrendementVloerverwarming,-,-,Goed,9,4,Bad2e badkamer2e toilet,Luxe,Goed,Goed,Achter,Woningen,Ja,-,289,0
Tussenwoning,2015,270 m²,775 m³,177 m²,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,256,0
Villa,-,170 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,1.375,1
Woonboot,-,81 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,4.076,5
Woonboot,-,81 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,3.200,5
Benedenwoning,-,242 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,372,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,463,0
Bovenwoning,1906,128 m²,350 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,-,190,0
Appartement,1904,48 m²,143 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,142,0
Benedenwoning,1924,48 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,82,0
Bovenwoning,1986,72 m²,175 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,448,0
Bovenwoning,1005,61 m²,255 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,1.312,1
Appartement,1976,75 m²,198 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,83,1
Penthouse,1885,210 m²,807 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,378,2
-,2017,104 m²,398 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,Ja,326,0
Appartement,-,,412 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,81,1
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,688,0
Bovenwoning,2006,138 m²,441 m³,153 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,2.288,4
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,723,0
Geschakelde woning,1770,339 m²,980 m³,83 m²,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,564,0
-,2011,210 m²,600 m³,-,-,-,-,-,-,-,7,5,-,-,-,-,-,-,-,-,455,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,277,1
Benedenwoning,1920,251 m²,753 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,-,Ja,234,0
Bovenwoning,1900,60 m²,145 m³,60 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,4.259,0
Bovenwoning,1005,137 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,161,2
-,1980,80 m²,260 m³,80 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,3.745,1
Penthouse,2018,335 m²,1.080 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,267,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,259,0
Hoekwoning,2010,212 m²,-,138 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,1.459,0
Dubbele bovenwoning,-,143 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,446,0
Penthouse,1906,257 m²,720 m³,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,-,943,2
Bovenwoning,1671,241 m²,600 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,Ja,502,0
Eengezinswoning,1970,110 m²,-,118 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,2.864,3
Eengezinswoning,1991,100 m²,360 m³,100 m²,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,1.756,2
Appartement,1987,72 m²,224 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,467,1
Bovenwoning,1991,120 m²,380 m³,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,126,0
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,466,0
Bovenwoning,1900,33 m²,82 m³,33 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1.221,1
Appartement,-,168 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,415,0
Benedenwoning,-,76 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,213,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,355,0
Bovenwoning,2017,127 m²,351 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,58,0
Benedenwoning,1914,,311 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,225,0
Herenhuis,1958,250 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,-,Ja,853,0
