,app,area,houseTypeValue,lotSize,price,street,zipcode,PricePA,Country
540,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
541,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
542,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
543,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
544,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
545,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
546,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
547,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
548,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
549,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
550,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
551,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
552,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
553,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
554,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
555,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
556,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
557,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
558,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
559,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
560,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
561,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
562,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
563,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
564,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
565,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
566,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
567,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
568,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
569,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
570,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
571,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
572,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
573,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
574,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
575,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
576,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
577,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
578,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
579,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
580,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
581,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
582,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
583,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
584,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
585,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
586,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
587,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
588,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
589,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
590,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
591,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
592,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
593,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
594,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
595,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
596,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
597,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
598,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
599,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
600,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
601,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
602,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
603,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
604,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
605,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
606,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
607,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
608,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
609,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
610,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
611,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
612,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
613,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
614,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
615,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
616,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
617,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
618,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
619,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
620,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
621,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
622,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
623,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
624,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
625,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
626,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
627,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
628,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
629,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
630,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
631,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
632,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
633,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
634,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
635,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
636,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
637,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
638,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
639,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
640,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
641,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
642,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
643,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
644,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
645,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
646,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
647,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
648,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
649,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
650,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
651,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
652,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
653,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
654,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
655,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
656,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
657,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
658,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
659,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
660,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
661,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
662,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
663,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
664,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
665,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
666,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
667,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
668,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
669,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
670,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
671,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
672,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
673,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
674,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
675,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
676,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
677,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
678,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
679,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
680,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
681,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
682,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
683,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
684,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
685,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
686,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
687,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
688,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
689,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
690,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
691,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
692,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
693,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
694,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
695,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
696,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
697,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
698,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
699,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
700,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
701,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
702,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
703,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
704,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
705,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
706,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
707,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
708,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
709,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
710,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
711,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
712,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
713,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
714,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
715,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
716,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
717,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
718,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
719,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
720,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
721,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
722,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
723,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
724,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
725,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
726,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
727,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
728,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
729,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
730,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
731,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
732,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
733,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
734,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
735,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
736,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
737,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
738,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
739,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
740,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
741,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
742,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
743,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
744,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
745,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
746,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
747,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
748,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
749,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
750,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
751,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
752,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
753,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
754,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
755,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
756,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
757,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
758,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
759,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
760,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
761,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
762,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
763,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
764,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
765,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
766,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
767,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
768,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
769,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
770,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
771,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
772,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
773,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
774,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
775,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
776,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
777,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
778,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
779,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
780,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
781,FALSE,302,Vrijstaande woning,1470,1395000,Zuideinde 286,1035PM,4619.205298,Netherlands
782,FALSE,103,Eengezinswoning,265,700000,Durgerdammerdijk 119,1026CG,6796.116505,Netherlands
783,FALSE,150,Tussenwoning,167,539080,Diopter 80,1025MS,3593.866667,Netherlands
784,FALSE,285,Tussenwoning,90,1650000,Eerste Helmersstraat 201,1054DV,5789.473684,Netherlands
785,FALSE,140,Herenhuis,48,890000,Nieuwe Leliestraat 186,1015HG,6357.142857,Netherlands
786,TRUE,101,Bovenwoning,0,590000,Van Walbeeckstraat 23-3 + 4,1058CG,5841.584158,Netherlands
787,TRUE,58,Appartement,58,275000,Anna van Burenstraat 17 I,1055VL,4741.37931,Netherlands
788,FALSE,94,Herenhuis,45,469000,Joris Ivensstraat 7,1087BB,4989.361702,Netherlands
789,FALSE,100,Woning,235,475000,Hoekenes 60,1068MZ,4750,Netherlands
790,FALSE,144,Herenhuis,505,975000,Kadoelenweg 380,1035NT,6770.833333,Netherlands
791,TRUE,59,Appartement,0,425000,Tilanusstraat 31 1,1091BD,7203.389831,Netherlands
792,FALSE,118,Bungalow,726,800000,Willem Mulierhof 45,1067SJ,6779.661017,Netherlands
793,FALSE,313,Herenhuis,0,1500000,Haarlemmerdijk 186,1013JK,4792.332268,Netherlands
794,FALSE,132,Herenhuis,120,800000,Galileiplantsoen 34,1098NA,6060.606061,Netherlands
795,TRUE,129,Appartement,0,1050000,Oudezijds Voorburgwal 217 B,1012EX,8139.534884,Netherlands
796,TRUE,75,Appartement,80,325000,Havikshorst 123,1083TP,4333.333333,Netherlands
797,TRUE,90,Appartement,2256,490000,Spaarndammerdijk 7 X,1013ZM,5444.444444,Netherlands
798,FALSE,107,Woning,156,575000,Hendrik Dienskestraat 26,1063AP,5373.831776,Netherlands
799,FALSE,161,Eengezinswoning,143,549500,Prof J H Gunningstraat 52,1068MS,3413.043478,Netherlands
800,FALSE,110,Woning,130,300000,Tekkopstraat 107,,2727.272727,Netherlands
801,FALSE,374,Woonboerderij,7160,1500000,Poppendammergouw 32,1028AZ,4010.695187,Netherlands
802,TRUE,90,Bovenwoning,90,285000,Voorsteven 76,1034SN,3166.666667,Netherlands
803,TRUE,103,Bovenwoning,0,750000,Wilhelminastraat 89 3,1054VZ,7281.553398,Netherlands
804,TRUE,90,Bovenwoning,0,575000,Frans Halsstraat 29,1072BK,6388.888889,Netherlands
805,TRUE,104,Penthouse,0,620000,Baarsjesweg 193 -D,1057HR,5961.538462,Netherlands
806,TRUE,54,Bovenwoning,0,300000,Blasiusstraat 156 -II,1091CZ,5555.555556,Netherlands
807,FALSE,65,Eengezinswoning,75,289011,SINAASAPPELSTRAAT 8,1033KS,4446.323077,Netherlands
808,TRUE,58,Bovenwoning,72,400000,Ceintuurbaan 7 I,1072ER,6896.551724,Netherlands
809,TRUE,255,Bovenwoning,0,1750000,Van Baerlestraat 142 II,1071BE,6862.745098,Netherlands
810,FALSE,212,Herenhuis,91,1049000,Scheepstimmermanstraat 6,1019WX,4948.113208,Netherlands
